url,barkod,urun_adi,miktar,ambalaj,markalar,kategoriler,etiketler,mensei,uretim_yerleri,satildigi_ulkeler,icerik_metni,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,yag_seviyesi,doymus_yag_seviyesi,seker_seviyesi,tuz_seviyesi,enerji_kj,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,sodyum_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,nutriscore_puan,ns_negatif_puan,ns_pozitif_puan,ns_enerji_puan,ns_seker_puan,ns_doymus_yag_puan,ns_tuz_puan,ns_protein_puan,ns_lif_puan,ns_meyve_sebze_baklagil_puan
https://world.openfoodfacts.org/product/3350033596412/palmiers-pur-beurre-monoprix-bio,3350033596412,Palmiers pur beurre – Monoprix Bio – 100g,100g,"Cardboard, ,, fr:Etui en carton",Monoprix Bio,"Snacks, ,, Sweet snacks, ,, Biscuits and cakes, ,, Biscuits, ,, Flaky biscuits","Organic, ,, EU Organic, ,, Non-EU Agriculture, ,, EU Agriculture, ,, EU/non-EU Agriculture, ,, FR-BIO-01, ,, Green Dot, ,, AB Agriculture Biologique",,,France,"French: Farine de blé* 62,7 g** - beurre* 29,7 g** - sucre mi-blanc de canne* 18,7 g** - sel de mer - poudre à lever : carbonates de sodium - levure désactivée. * Ingrédients issus de l'agriculture biologique.","Gluten, Milk",,7,E,3,A,True,True,no,high,high,high,moderate,2146.0,513.0,26.0,16.0,63.0,16.0,2.0,5.7,0.62,0.248,,,23,23,0,6,4,10,3,,0,0
https://world.openfoodfacts.org/product/80037545/crema-spalmabile-cacao-e-nocciola-conad,80037545,crema spalmabile cacao e nocciola – Conad,,,Conad,"Breakfasts, ,, Spreads, ,, Sweet spreads, ,, fr:Pâtes à tartiner, ,, Hazelnut spreads, ,, Chocolate spreads, ,, Cocoa and hazelnuts spreads, ,, Colazioni, ,, Crema con cacao, ,, Crema con nocciole, ,, Crema con nocciole e cacao, ,, Spalmabili, ,, Spalmabili dolci","No gluten, ,, Organic, ,, EU Organic, ,, IT-BIO-007, ,, No palm oil",,,Italy,"Italian: Zucchero di canna*, nocciole* 19,5%, oli vegetali (olio di palma, olio di semi di girasole""), cacao magro in polvere 11%, emulsionanti: lecitine (di soia )"". ('da agricoltura biologica). Può contenere altra frutta a guscio .","Nuts, Soybeans",Nuts,10,E,4,D,False,,maybe,high,high,high,low,2324.0,555.0,34.4444444444444,12.2222222222222,54.4444444444444,50.0,4.44444444444444,5.55555555555556,0.0388888888888889,0.0155555555555556,,,28,30,2,6,14,10,0,,2,0
https://world.openfoodfacts.org/product/5010338304089/red-curry-paste-50-g-haugen-gruppen-as,5010338304089,Red Curry Paste 50 g – Haugen-Gruppen AS,,,Haugen-Gruppen AS,"Condiments, ,, Sauces, ,, Meal sauces, ,, Curry pastes, ,, Red curry pastes, ,, Groceries",No gluten,,,"France, ,, United Kingdom","Kokoskrem, sitrongress (16%), tørket rød chilli (11%), hvitløk (7%), salt, galangal (5%), palmesukker, sjalottløk (3%), kaffir lime skall, korianderfrø (1,5%), gjærekstraktpulver, sukker, farve (paprikaekstrakt), antioksidant (E306).",,"Nuts, Peanuts",16,E,,,False,True,yes,high,high,moderate,high,1104.0,264.0,23.0,19.0,11.0,8.8,8.3,4.2,3.7375,1.495,,,28,33,5,3,2,10,18,,5,0
https://world.openfoodfacts.org/product/3252920015054/beurre-de-barratte-bio-au-sel-de-guerande-le-gall,3252920015054,Beurre de Barratte bio au sel de Guérande – Le Gall – 250 g,250 g,"Metal, ,, Plastic, ,, Recyclable Metals, ,, Aluminium, ,, Fresh",Le Gall,"Dairies, ,, Fats, ,, Spreads, ,, Spreadable fats, ,, Animal fats, ,, Dairy spreads, ,, Milkfat, ,, Butters, ,, Half-salted butter, ,, Pasteurized butters, ,, fr:Beurres de baratte, ,, fr:BEURRES & MARGARINES","Organic, ,, EU Organic, ,, EU Agriculture, ,, Green Dot, ,, AB Agriculture Biologique",European Union,"Laiterie Le Gall - Quimper, ,, France, ,, Quimper, ,, Bretagne",France,"French: Crème de lait* pasteurisée, ferments lactiques , sel de Guérande 2,2%",Milk,,3,E,2,D,True,True,no,high,high,low,high,3033.0,725.0,80.0,53.0,0.6,0.6,,0.7,2.0,0.8,,,29,29,0,,0,,9,,0,0
https://world.openfoodfacts.org/product/6130695111348/hamoud-boualem-la-gazouz-blanche,6130695111348,Hamoud Boualem La gazouz blanche,,,Hamoud Boualem,"Beverages and beverages preparations, ,, Beverages, ,, Carbonated drinks, ,, Unsweetened beverages, ,, Carbonated soft drinks without fruit juice, ,, Carbonated soft drinks without fruit juice with sugar, ,, Sweetened beverages",,,,"Algeria, ,, France","Ingrédients : Eau, sucre, arôme naturel de citron, arôme
naturel, additifs alimentaires:C02 agent de carbonatation,
acide citrique réqulateur de lacidité, sorbate de potassium
agent de conservation, acide ascorbique (L-) antioxydant.",,,11,E,4,C,True,True,yes,low,low,high,low,175.5,41.0,0.01,0.0,10.2,10.2,,0.1,0.032,0.0128,,,12,12,0,3,9,0,0,0,0,0
https://world.openfoodfacts.org/product/3760275570697/shoyu-autour-du-riz,3760275570697,Shoyu – Autour du Riz – 200 ml,200 ml,"Glass, ,, Vial",Autour du Riz,"Condiments, ,, Frozen foods, ,, Sauces, ,, Soy sauces, ,, Groceries","Fair trade, ,, No gluten, ,, Organic, ,, Vegetarian, ,, EU Organic, ,, Vegan, ,, FR-BIO-10, ,, No added sugar, ,, TH-BIO-140, ,, AB Agriculture Biologique, ,, fr:OperAequa, ,, fr:Sans alcool ajouté",,Thaïlande,France,"water, soybeans 18%, rock salt, rice 3%, ferment: aspergillus oryzae",Soybeans,,6,E,1,A,True,True,yes,low,low,low,high,304.5,67.0,0.5,0.1,6.6,0.7,0.9,9.8,15.8,6.32,,0.0,20,20,0,0,0,0,20,,0,0
https://world.openfoodfacts.org/product/3449865327032/viande-des-grisons-25-de-sel-aoste,3449865327032,Viande des grisons -25% de sel – Aoste – 70 g,70 g,"Plastic, ,, Tray",Aoste,"Meats and their products, ,, Beef and its products, ,, Meat preparations, ,, Meats, ,, Prepared meats, ,, Beef, ,, Beef preparations, ,, Dried meats, ,, Prepared beef meats, ,, Meat of the grisons",No gluten,,,France,"French: Viande de bœuf origine U.E. ou hors U.E, sel, sel de mer (chlorure de magnésium, chlorure de potassium, chlorure de sodium), épices,  extrait d'épice, dextrose, sucre, antioxydants: ascorbate de sodium, citrates de sodium, conservateur : nitrate de potassium.",,,16,E,4,,True,False,no,moderate,moderate,low,high,792.5,188.0,3.5,1.5,1.0,0.5,,38.0,3.7,1.48,,0.0,21,21,0,2,0,1,18,,0,0
https://world.openfoodfacts.org/product/3256220506410/jambon-de-bayonne-igp-x6-tranches-100g-u,3256220506410,"Jambon de Bayonne IGP - x6 tranches, 100g – U – 100 g",100 g,"Fresh, ,, fr:Blister plastique",U,"Meats and their products, ,, Meats, ,, Prepared meats, ,, Hams, ,, Pork and its products, ,, Cured hams, ,, Pork, ,, Dried hams, ,, Bayonne ham, ,, Raw-cured-ham","French meat, ,, French pork, ,, Made in France, ,, Nutriscore, ,, PGI, ,, fr:Certisud",France,France,France,"French: Jambon frais de porc (origine France), sel, sucre, conservateur : nitrate de potassium. Salé au sel de salies de béarn. Séché et affiné dans le bassin de l'adour. Certifié par certisud 64000 pau.","fr:certisud, fr:pau","Milk, Soybeans",8,E,3,,True,False,no,moderate,high,low,high,1031.0,247.0,15.0,5.9,0.5,0.5,0.5,28.0,4.9,1.96,,0.0,28,28,0,3,0,5,20,,0,0
https://world.openfoodfacts.org/product/3256224060321/tablette-de-chocolat-au-lait-et-noisettes-caramelisees-100g-u,3256224060321,Tablette de chocolat au lait et noisettes caramélisées 100g – U – 100 g,100 g,"Metal, ,, Paper, ,, Recyclable Metals, ,, Aluminium, ,, Tray, ,, fr:Feuille en métal","U, ,, U Bio","Snacks, ,, Sweet snacks, ,, Cocoa and its products, ,, Chocolates, ,, Milk chocolates, ,, Chocolates with hazelnuts, ,, Milk chocolates with hazelnuts","Organic, ,, EU Organic, ,, Non-EU Agriculture, ,, EU Agriculture, ,, EU/non-EU Agriculture, ,, FR-BIO-01, ,, FSC, ,, FSC Mix, ,, Pure cocoa butter, ,, Transformed in France, ,, AB Agriculture Biologique",,France,France,"French: Sucre de canne*, LAIT entier en poudre* 21%, beurre de cacao*1, pâte de cacao*1, éclats de NOISETTES caramélisés* 12% ( NOISETTES *, sucre de canne*), émulsifiant : lécithines de tournesol*, extrait de vanille*. Cacao : 40% minimum dans le chocolat au LAIT . *ingrédient issu de l'agriculture biologique. 1 fèves de cacao provenant du programme transparence cacao. Traces éventuelles de céréales contenant du gluten et d'autres fruits à coque .","Milk, Nuts","Gluten, Nuts",12,E,4,C,False,True,no,high,high,high,low,2415.0,580.0,40.0,22.0,45.0,43.0,3.2,8.6,0.2,0.08,,,28,29,1,7,12,10,0,,1,0
https://world.openfoodfacts.org/product/0034000480128/reese-s-cup-white-cream-king-size-reeses,0034000480128,Reese's Cup White Cream King Size – Reeses – 2.8oz,2.8oz,,Reeses,"Snacks, ,, Sweet snacks, ,, Frozen foods, ,, Bars",À Lhuile De Tournesol,,,"Belgium, ,, France","PEANUTS , SUGAR, VEGETABLE OIL (PALM OIL, SHEA OIL. SUNFLOWER OIL, PALM KERNEL OIL, &/OR SAFFLOWER OIL), DEXTROSE SKIM MILK, CORN SYRUP SOLIDS, LACTOSE ( MILK ). CONTAINS 2% OR LESS OF: SALT, LECITHIN ( SOY ), VANILLIN (ARTIFICIAL FLAVOR), TBHQ & CITRIC ACID (TO MAINTAIN FRESHNESS), PGPR. D CONTAINS: PEANUTS , MILK , SOY . The Hersh Hershey, Mfd, in M Questions or co www.askhersh","Milk, Peanuts, Soybeans",,20,E,4,,False,,no,high,high,high,moderate,2196.0,525.0,30.0,11.25,55.0,40.0,2.5,10.0,0.875,0.35,,,33,33,0,6,13,10,4,,0,0
