barkod,miktar,markalar,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,yag_seviyesi,doymus_yag_seviyesi,seker_seviyesi,tuz_seviyesi,enerji_kj,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,sodyum_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,nutriscore_puan,ns_negatif_puan,ns_pozitif_puan,ns_enerji_puan,ns_seker_puan,ns_doymus_yag_puan,ns_tuz_puan,ns_protein_puan,ns_lif_puan,ns_meyve_sebze_baklagil_puan,urun_bilgisi,birim,kategori_listesi,etiketler_listesi
6111266962187,450.0,Jaouda,['Milk'],[],2,B,3.0,D,,,no,low,low,low,low,188.0,45.0,1.5,1.0,4.9,0.0,,3.1,0.225,0.09,,,-3,4,7,3.0,0,0.0,1,7.0,0,0,Lait,ml,"['Dairies', 'Meals', 'Milks (liquid and powder)', 'Milks', 'Semi-skimmed milks']",[]
6111242101180,1.0,Jaouda,['Milk'],['Nuts'],1,B,1.0,D,True,True,no,moderate,low,low,low,242.0,58.0,3.0,0.0,4.8,0.0,,3.0,0.0,0.0,0.0,,-1,5,6,5.0,0,0.0,0,6.0,0,0,uht jaouda 1L,l,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Homogenized milks', 'Pasteurised products', 'UHT Milks', 'Whole milks', 'Cow milks', 'Whole milk UHT']",['No gluten']
6111032009665,470.0,Salim,['Milk'],[],1,B,1.0,D,True,True,no,low,low,low,low,188.0,45.0,1.5,1.0,4.8,0.0,,3.0,0.0,0.0,,,-3,3,6,3.0,0,0.0,0,6.0,0,0,Salim,ml,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Semi-skimmed milks', 'Fresh milks']",['No gluten']
6111242100206,110.0,Jaouda,['Milk'],['Milk'],4,B,3.0,B,True,True,no,moderate,moderate,low,low,330.0,78.0,3.3,2.4,8.0,0.0,0.0,4.2,0.0,0.0,,0.0,1,2,1,0.0,0,2.0,0,1.0,0,0,Yaourt nature,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Plain fermented dairy desserts', 'Plain yogurts']",[]
6111252421582,1.5,pepsi,[],[],1,B,1.0,,True,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0,0,0,0.0,0,0.0,0,0.0,0,0,اكوافينا,l,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Table waters']",[]
3168930010265,450.0,Quaker,"['Gluten', 'Nuts', 'fr:avoine']","['Milk', 'Sesame seeds', 'Soybeans']",16,B,4.0,B,True,,no,moderate,moderate,moderate,low,1913.0,462.0,19.0,2.0,57.0,12.0,10.0,8.5,0.0,0.0,,,1,9,8,5.0,3,1.0,0,3.0,5,0,Cruesli - Mixed Nuts,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Mueslis', 'Cereals with nuts', 'Crunchy cereal clusters', 'Cereal clusters with nuts']","['No artificial flavors', 'No preservatives', 'Green Dot', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
3760020507350,350.0,Jardin Bio étic,['Peanuts'],"['Nuts', 'Sesame seeds']",1,B,1.0,B,True,True,yes,high,high,moderate,low,2591.0,625.0,50.0,9.7,12.0,0.0,5.5,29.0,0.0,0.0,,,-5,5,10,,1,,0,7.0,3,0,Pure Peanut butter,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Breakfasts', 'Spreads', 'Nuts and their products', 'Plant-based spreads', 'Sweet spreads', 'Oilseed purees', 'Legume butters', 'fr:Pâtes à tartiner', 'Nut butters', 'Peanut butters']","['Low or no salt', 'Organic', 'Vegetarian', 'Certified by Ecocert', 'EU Organic', 'Non-EU Agriculture', 'Vegan', '1% for the planet', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'FR-BIO-01', 'Green Dot', 'NL-BIO-01', 'No added salt', 'No added sugar', 'No palm oil', 'Nutriscore', 'Nutriscore Grade B', 'The Vegan Society', 'AB Agriculture Biologique', 'Triman']"
3228857002344,600.0,Harrys,['Gluten'],"['Eggs', 'Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",13,B,4.0,A,True,True,maybe,moderate,low,low,moderate,1178.0,280.0,6.8,0.5,43.0,3.6,8.1,7.7,1.1,0.44,,0.919628906249997,1,9,8,3.0,1,0.0,5,3.0,5,0,Pain de mie american sandwich complet sans sucres ajoutés 600g,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Vegetarian', 'Source of fibre', 'High fibres', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A']"
5411188112709,1.0,Alpro,['Nuts'],['de:schalenfrüchte-keine-erdnüsse'],15,B,4.0,B,True,True,yes,low,low,low,moderate,61.0,15.0,1.1,0.1,0.0,0.0,0.3,0.5,0.15,0.06,,0.0,1,1,0,1.0,0,0.0,0,0.0,0,0,Nutty Almond Drink,l,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based foods', 'Dairy substitutes', 'Milk substitutes', 'Nuts and their products', 'Plant-based beverages', 'Plant-based milk alternatives', 'Nut-based drinks', 'Almond-based drinks']","['Low or no fat', 'Low or no sugar', 'Vegetarian', 'Low fat', 'No gluten', 'No milk', 'No preservatives', 'Vegan', 'Calcium source', 'Certified B Corporation', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'FSC', 'FSC Mix', 'Low saturated fat', 'No colorings', 'No dyes or preservatives', 'No sugar', 'Nutriscore', 'Nutriscore Grade B', 'Plant based', 'The Vegan Society', 'Without sweeteners', 'Triman']"
3029330022428,550.0,Jacquet,['Gluten'],"['Eggs', 'Milk', 'Sesame seeds']",16,B,4.0,A,False,True,yes,low,low,low,moderate,1020.0,246.0,2.8,0.3,42.0,0.0,6.6,8.8,1.2,0.48,,0.0,2,9,7,3.0,1,0.0,5,3.0,4,0,Pain de mie complet,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Low or no sugar', 'Vegetarian', 'Vegan', 'No added sugar', 'No additives', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'fr:Blé français', 'fr:Farine de blé français', 'fr:Origine France', 'Triman', 'Sachet-recyclable']"
6111242100817,500.0,Jaouda,[],[],13,B,,D,False,True,yes,low,low,low,low,189.0,45.0,1.5,1.0,4.9,0.0,,3.1,0.0,0.0,,,-4,3,7,3.0,0,0.0,0,7.0,0,0,Le Lait demi écrémé,ml,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Homogenized milks', 'Pasteurised products', 'Semi-skimmed milks', 'UHT Milks', 'Cow milks']","['No gluten', 'Organic', 'Catalan Council of Organic Production']"
3175681851849,230.0,Gerblé,"['Gluten', 'Nuts']","['Lupin', 'Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",22,B,4.0,B,True,,maybe,moderate,moderate,moderate,low,1917.2,457.0,17.0,1.5,63.0,11.0,5.9,10.0,0.01,0.004,,5.3,2,9,7,5.0,3,1.0,0,4.0,3,0,Pomme Noisette,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits', 'Dry biscuits']","['Low or no sugar', 'Low sugar', 'Enriched with vitamins', 'Low or no Sodium', 'No preservatives', 'Non-EU Agriculture', 'Reduced sugar', 'Rich in vitamin E', 'Source of fibre', 'Sustainable farming', 'EU Agriculture', 'EU/non-EU Agriculture', 'High fibres', 'Low Sodium', 'Made in France', 'Natural flavors', 'No colorings', 'No dyes or preservatives', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Rich in vitamin B1', 'Rich in vitamin B9', 'Vitamin B6 source', 'Without sweeteners', 'fr:Farine de blé français', 'Triman']"
5449000061515,1.0,THE COCA-COLA COMPANY,[],[],9,B,1.0,,False,True,yes,low,low,low,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,,,0,0,0,0.0,0,0.0,0,0.0,0,0,Ciel,l,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Non-alcoholic beverages']",['Halal']
3251490332080,210.0,Gerblé,['Gluten'],"['Lupin', 'Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",14,B,4.0,C,True,,maybe,moderate,moderate,high,low,1883.0,450.0,19.0,1.7,54.0,16.0,13.0,9.3,0.19,0.076,0.0,,2,10,8,5.0,4,1.0,0,3.0,5,0,"Gerble - Fig Bran Cookie, 210g (7.5oz)",g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits', 'fr:Biscuits au son de blé', 'fr:Biscuits au son de blé et la figue']","['No preservatives', 'Source of fibre', 'High fibres', 'Made in France', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
3480341000674,200.0,Elle & Vire,['Milk'],[],3,B,3.0,C,True,True,no,low,low,low,moderate,351.0,84.0,0.4,0.4,4.4,0.0,0.0,16.0,1.32,0.528,0.0,,1,7,6,1.0,0,0.0,6,6.0,0,0,Carré Frais,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Cream cheeses', 'Fromages-à-la-crème', 'Produits-fermentés', 'Produits-laitiers-fermentés']","['Low or no fat', 'Pasteurized', 'Source of proteins', 'French milk', 'High proteins', 'Made in France', 'No fat']"
6111266963207,320.0,Jaouda,['Milk'],[],4,B,1.0,E,True,,no,moderate,moderate,low,low,173.0,53.0,2.5,1.8,4.8,0.0,,3.0,0.0,0.0,,0.0,-2,4,6,3.0,0,1.0,0,6.0,0,0,كيفير,g,"['Beverages and beverages preparations', 'Beverages', 'Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Dairy drinks', 'Fermented dairy desserts', 'Fermented drinks', 'Fermented milk drinks', 'Yogurts', 'Kefir']",['No gluten']
8410376009392,170.0,Gullón,"['Gluten', 'Soybeans']",['Milk'],15,B,4.0,C,True,True,yes,moderate,moderate,low,moderate,1802.0,431.0,17.0,1.7,65.0,0.5,9.3,6.1,0.65,0.26,,0.0,2,9,7,5.0,0,1.0,3,2.0,5,0,Fibra integral,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits', 'Crackers(Breakfast)']","['Low or no sugar', 'Vegetarian', 'Source of fibre', 'Vegan', 'European Vegetarian Union', 'Green Dot', 'High fibres', 'No sugar', 'Nutriscore', 'Nutriscore Grade B', 'With sweeteners', 'es:Recicla amarillo', 'es:Recicla azul', 'pt:Ecoponto amarelo', 'pt:Ecoponto azul']"
8420756010320,600.0,Reina,['Milk'],[],8,B,,D,False,True,no,low,low,low,low,203.0,48.0,1.5,1.0,4.7,4.7,,3.4,0.13,0.052,0.0,,-1,6,7,3.0,3,0.0,0,7.0,0,0,KÉFIR,g,"['Dairies', 'Milks (liquid and powder)', 'Milks']",[]
3387390123210,375.0,Nestlé,['Gluten'],"['Milk', 'Nuts']",31,B,4.0,C,True,True,yes,moderate,low,high,low,1624.0,384.0,4.4,1.1,73.8,19.9,7.7,8.5,0.2,0.08,,0.0,2,10,8,4.0,5,1.0,0,3.0,5,0,NESTLE CHOCAPIC Céréales 375g,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Chocolate cereals', 'Breakfast cereals fortified with vitamins and chemical elements', 'Extruded cereals', 'Breakfast cereals rich in fibre', 'Chocolate wheat shells', 'Unfilled breakfast chocolate cereals fortified with vitamins and chemical elements']","['Made in France', 'Nutriscore', 'Nutriscore Grade A', 'Rainforest Alliance', 'Triman']"
3229820787015,1.0,Bjorg,['Nuts'],['Nuts'],9,B,4.0,A,True,True,yes,moderate,low,low,low,102.0,25.0,1.7,0.2,1.6,0.5,0.5,0.7,0.05,0.02,,,2,2,0,2.0,0,0.0,0,0.0,0,0,Lait D’Amande,l,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based foods', 'Dairy substitutes', 'Milk substitutes', 'Nuts and their products', 'Plant-based beverages', 'Plant-based milk alternatives', 'Nut-based drinks', 'Almond-based drinks', 'Unsweetened plain almond-based drinks']","['Low or no sugar', 'Vegetarian', 'Organic', 'Certified by Ecocert', 'EU Organic', 'Vegan', '100% vegetable', 'Calcium source', 'Certified B Corporation', 'FR-BIO-01', 'FSC', 'FSC Mix', 'IT-BIO-007', 'Made in Italy', 'No added sugar', 'No palm oil', 'Nutriscore', 'Nutriscore Grade B', 'Plant based', 'AB Agriculture Biologique', 'fr:Pauvre en acides gras saturés']"
20267605,200.0,Alesto,['Nuts'],"['Nuts', 'Peanuts']",1,B,1.0,E,True,True,yes,high,high,moderate,low,2487.9,600.0,47.6,9.0,19.8,0.0,5.2,20.5,0.02,0.008,,0.0,-4,5,9,,1,,0,7.0,2,0,Cashewkerne,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Nuts and their products', 'Nuts', 'Cashew nuts']","['Low or no salt', 'Vegetarian', 'Source of proteins', 'Vegan', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'Green Dot', 'Magnesium source', 'No added salt', 'No palm oil', 'Rich in unsaturated fatty acids']"
7613036669146,375.0,Nestlé,['Gluten'],"['Milk', 'Nuts', 'Peanuts']",16,B,4.0,B,True,True,yes,moderate,moderate,high,low,1648.0,390.0,5.6,1.6,71.7,19.9,8.2,9.1,0.2,0.08,,0.0,2,10,8,4.0,5,1.0,0,3.0,5,0,"Nestlé - Chocapic Cereal Organic, 375g (13.3oz)",g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Chocolate cereals', 'Breakfast cereals fortified with vitamins and chemical elements', 'Extruded cereals', 'Breakfast cereals rich in fibre', 'Chocolate wheat shells']","['Vegetarian', 'Organic', 'EU Organic', 'Non-EU Agriculture', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'Green Dot', 'Made in France', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Nutriscore Grade B', 'Rainforest Alliance', 'AB Agriculture Biologique', 'Triman']"
3228857000166,500.0,Harrys,['Gluten'],"['Eggs', 'Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",12,B,4.0,A,True,,maybe,moderate,low,moderate,moderate,1053.0,250.0,4.3,0.4,42.0,0.0,6.5,7.5,1.1,0.44,,0.0402777777777743,2,9,7,3.0,1,0.0,5,3.0,4,0,100% mie Complet-Volkoren,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Sliced breads without crust', 'Wholemeal breads', 'Wholemeal sliced breads']","['Source of fibre', 'Made in France', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'fr:Blé français', 'Triman']"
3033710073467,100.0,Nestlé,[],[],5,B,4.0,,True,True,yes,low,low,high,moderate,211.0,50.0,1.6,1.0,5.0,4.9,0.9,3.4,0.1,0.04,,,0,7,7,4.0,3,0.0,0,7.0,0,0,RICORE Original,g,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based beverages', 'Beverage preparations', 'Instant beverages', 'Instant mix of chicory and coffee powder', 'fr:Aliments']","['Source of fibre', 'Sustainable farming', 'Green Dot', 'High fibres', 'Made in France', 'Magnesium source', 'Nutriscore', 'Nutriscore Grade A', 'UTZ Certified', 'fr:Origine France', 'Triman', 'fr:Savoir faire français']"
6111246722039,1.0,milky foof,['Milk'],[],7,B,3.0,B,True,,no,high,low,low,low,953.0,228.0,21.0,0.0,4.0,0.0,0.0,4.8,0.0,0.0,0.0,,1,2,1,2.0,0,0.0,0,1.0,0,0,fromage herbes milky food,kg,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'fr:Fromages blancs']",[]
6111242101050,450.0,Jaouda,['Milk'],[],3,B,,D,False,True,no,low,moderate,low,low,188.0,45.0,1.3,0.9,4.8,0.0,0.0,3.2,0.0,0.0,0.0,,-4,3,7,3.0,0,0.0,0,7.0,0,0,LBEN CARTON PASTEURISER,g,"['Beverages and beverages preparations', 'Beverages', 'Dairies', 'Fermented foods', 'Fermented milk products', 'Milks (liquid and powder)', 'Dairy drinks', 'Fermented drinks', 'Milks', 'Fermented milk drinks', 'Plain fermented skimmed milk drink']",['No gluten']
3175681851863,270.0,Gerblé,"['Gluten', 'Milk', 'Soybeans']","['Eggs', 'Lupin', 'Milk', 'Nuts', 'Sesame seeds']",22,B,4.0,C,True,True,yes,moderate,moderate,high,low,1914.0,457.0,19.0,1.9,56.0,15.0,6.9,12.0,0.02,0.008,,,2,10,8,5.0,4,1.0,0,4.0,4,0,"Gerble - Soya Fig Cookie, 270g (9.6oz)",g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits']","['No GMOs', 'Made in France', 'No palm oil', 'Nutriscore', 'Nutriscore Grade B', 'fr:Farine-de-ble-filiere-durable']"
6111252421575,50.0,Aquafina,[],[],1,B,1.0,,True,True,yes,low,low,low,low,4.0,1.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.04,,,0,0,0,0.0,0,0.0,0,0.0,0,0,Aquafina 50cl,cl,"['Beverages', 'Waters', 'Table waters']",[]
4056489007180,750.0,Lidl,['Gluten'],"['Lupin', 'Milk', 'Mustard', 'Soybeans']",12,B,4.0,A,True,,maybe,moderate,low,moderate,moderate,1089.0,258.0,4.5,0.5,43.0,5.0,6.3,8.3,1.0,0.4,,0.0,2,8,6,3.0,1,0.0,4,3.0,3,0,Pepsil,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Contains alcohol', 'No palm oil', 'Nutriscore', 'Nutriscore Grade B', 'Triman']"
6153153,,Jardin Bio,[],[],5,B,3.0,A,True,True,yes,low,low,low,moderate,1603.0,378.0,1.6,0.5,79.0,0.6,4.7,9.6,0.5,0.2,,,1,6,5,4.0,0,0.0,2,3.0,2,0,Tartines craquantes quinoa - pois chiche sans gluten,,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Cereals and their products', 'Extruded crispbreads']","['No gluten', 'Organic', 'Crossed Grain Trademark', 'EU Organic', '1% for the planet', 'DZG Gluten free', 'FR-BIO-01', 'Made in France', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'Triman']"
3175681105423,130.0,Gerblé,['Gluten'],"['Eggs', 'Lupin', 'Milk', 'Nuts', 'Peanuts', 'Sesame seeds']",21,B,4.0,C,True,,maybe,moderate,moderate,low,low,1728.0,414.0,18.0,3.3,61.0,0.0,8.9,8.0,0.21,0.084,26.0,0.0,1,9,8,5.0,0,3.0,1,3.0,5,0,Cookie cacao pépites Sans Sucre,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits', 'Chocolate biscuits']","['Low or no sugar', 'Source of fibre', 'Sustainable farming', 'Made in France', 'No added sugar', 'No palm oil', 'No sugar', 'Nutriscore', 'Nutriscore Grade A', 'UTZ Certified', 'Triman']"
6111099000247,500.0,زيت الزيتون واد سوس,[],['Nuts'],1,B,,E,False,True,yes,high,high,low,low,4.0,822.0,90.0,13.0,0.0,0.0,66.0,0.0,0.0,0.0,88.0,,-5,5,10,,0,,0,0.0,5,5,Hule D'olive,ml,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Virgin olive oils']",[]
6111099000254,1.0,oued souss,[],['ar:nothing'],1,B,2.0,D,True,True,yes,high,high,low,low,3700.0,900.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,4,5,,0,,0,0.0,0,5,MA HFO .25.16.14,l,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Virgin olive oils', 'ar:huile-d-olive']",[]
7613035676497,260.0,Nestlé,[],[],5,B,4.0,,True,True,yes,low,low,high,moderate,211.0,50.0,1.6,1.0,5.0,4.9,0.9,3.4,0.1,0.04,,,0,7,7,4.0,3,0.0,0,7.0,0,0,"RICORE Original, Café & Chicorée, Boîte 260g",g,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based beverages', 'Beverage preparations', 'Instant beverages', 'Instant mix of chicory and coffee powder']","['Made in France', 'Nutriscore', 'Nutriscore Grade A', 'fr:Origine France', 'Triman', 'de:Nova Score Note 4']"
3225350000501,0.7,Orangina Schweppes France,[],[],7,B,1.0,A,True,True,maybe,low,low,low,low,14.0,3.0,0.0,0.0,0.25,0.1,,0.05,0.0,0.0,,,0,0,0,0.0,0,0.0,0,0.0,0,0,Pulco Lemon,l,"['Beverages and beverages preparations', 'Beverages', 'Beverage preparations', 'Syrups', 'Flavoured syrups']","['Low or no sugar', 'Organic', 'EU Organic', 'No preservatives', 'No added sugar', 'No colorings', 'Sans-sucre-ajouté']"
3228857001194,320.0,Harrys,"['Gluten', 'Sesame seeds', 'Soybeans']","['Eggs', 'Milk', 'Nuts']",25,B,4.0,A,True,True,maybe,moderate,low,low,moderate,1206.0,286.0,6.5,0.7,42.0,3.5,6.0,12.0,1.0,0.4,,5.125,1,8,7,3.0,1,0.0,4,4.0,3,0,CÉRÉALES ET GRAINES À LA FARINE DE BLÉ,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'White breads', 'Multigrain sliced breads']","['Vegetarian', 'Made in France', 'No added sugar', 'No additives', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'fr:Blé français', 'Triman']"
6111250470742,1.0,Dost,['Milk'],[],1,B,1.0,D,True,True,no,moderate,low,low,low,243.0,58.0,3.0,0.0,4.8,0.0,0.0,3.0,0.0,0.0,0.0,,-1,5,6,5.0,0,0.0,0,6.0,0,0,Dost Milk,l,"['Dairies', 'Milks', 'Homogenized milks', 'UHT Milks', 'Whole milks', 'Cow milks']",[]
3175681209282,360.0,Gerblé,"['Gluten', 'Milk']",[],19,B,4.0,C,True,,no,moderate,low,moderate,low,1915.0,456.0,17.0,1.4,65.0,8.9,6.5,7.6,0.05,0.02,,2.2,1,8,7,5.0,2,1.0,0,3.0,4,0,Goûter 4S Saveur pommes,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits', 'Fruit biscuits']","['Low or no sugar', 'Low sugar', 'Reduced sugar', 'Made in France', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'Nutriscore Grade A - New calculation', 'Without sweeteners', 'Triman']"
3760049798029,450.0,La Boulangère Bio,['Gluten'],"['Eggs', 'Milk', 'Mustard', 'Sesame seeds', 'Soybeans']",22,B,4.0,,True,True,yes,moderate,low,moderate,moderate,1318.0,314.0,11.0,0.9,42.0,5.0,5.3,9.1,1.0,0.4,0.0,0.0,2,8,6,3.0,1,0.0,4,3.0,3,0,Tartines Bio quinoa & graines 450g,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'fr:Tartine']","['Fair trade', 'Organic', 'Certified by Ecocert', 'EU Organic', 'Non-EU Agriculture', '1% for the planet', 'EU Agriculture', 'EU/non-EU Agriculture', 'Fair-Trade Organic', 'FR-BIO-01', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'Agri-Éthique France', 'fr:Farine de blé français', 'fr:Local']"
4056489346357,1.0,Vemondo,"['Gluten', 'Nuts']","['Gluten', 'Nuts', 'Soybeans']",10,B,4.0,A,True,True,yes,low,low,low,low,56.0,14.0,1.2,0.1,0.0,0.0,,0.5,0.13,0.052,,,1,1,0,1.0,0,0.0,0,0.0,0,0,Almond Drink,l,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based foods', 'Dairy substitutes', 'Milk substitutes', 'Nuts and their products', 'Plant-based beverages', 'Plant-based milk alternatives', 'Nut-based drinks', 'Almond-based drinks', 'Frühstücke', 'Getränke', 'Nüsse-und-nussprodukte', 'Pflanzliche-getränke', 'Pflanzliche-lebensmittel-und-getränke']","['Low or no sugar', 'Vegetarian', 'No gluten', 'Organic', 'EU Organic', 'Non-EU Agriculture', 'Vegan', '100% vegetable', 'EU Agriculture', 'EU/non-EU Agriculture', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'FSC', 'FSC Mix', 'IT-BIO-009', 'No added sugar', 'No lactose', 'No sugar', 'Nutriscore', 'Nutriscore Grade B', 'Veganok', 'Triman', 'de:nachhaltige-verpackt', 'de:ressourcen-schützen', 'V-label']"
3760049796384,450.0,la Boulangère,['Gluten'],"['Eggs', 'Milk', 'Mustard', 'Sesame seeds', 'Soybeans']",27,B,4.0,A,True,True,yes,moderate,low,low,moderate,1249.0,304.0,10.0,1.0,39.0,2.9,5.8,10.0,1.1,0.44,,0.0,1,8,7,3.0,0,0.0,5,4.0,3,0,Tartines Céréales & Graines,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Sweet snacks', 'Sweet pastries and pies', 'Breads', 'Viennoiseries', 'Sliced breads', 'Multigrain sliced breads']","['Fair trade', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'Agri-Éthique France', 'fr:Électricité verte']"
6111126003821,900.0,Chergui,['Milk'],[],1,B,1.0,D,True,True,no,low,moderate,low,low,239.0,57.0,2.90887151945442,1.61603973303024,4.75115681510889,4.75115681510889,,3.00583390343624,0.0861887857616126,0.034475514304645,,,1,8,7,4.0,3,1.0,0,7.0,0,0,Lait Frais 15 jours,ml,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'Pasteurised products', 'Fresh milks', 'Pasteurised milks', 'Cow milks']","['No preservatives', 'No additives', 'No soy']"
6111032002925,110.0,Danone,[],"['Gluten', 'Nuts', 'fr:يحتوي-على-الجلوتين']",13,B,,A,False,True,yes,moderate,moderate,moderate,moderate,280.0,66.0,3.0,2.0,6.7,6.7,,3.0,0.34125,0.1365,,0.0,2,3,1,0.0,1,1.0,1,1.0,0,0,Yaourt Nature,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Plain fermented dairy desserts', 'Plain yogurts']","['No preservatives', 'Contains gluten', 'fr:Contient du glute', 'fr:Fruit de coque pistache']"
