barkod,miktar,markalar,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,yag_seviyesi,doymus_yag_seviyesi,seker_seviyesi,tuz_seviyesi,enerji_kj,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,sodyum_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,nutriscore_puan,ns_negatif_puan,ns_pozitif_puan,ns_enerji_puan,ns_seker_puan,ns_doymus_yag_puan,ns_tuz_puan,ns_protein_puan,ns_lif_puan,ns_meyve_sebze_baklagil_puan,urun_bilgisi,birim,kategori_listesi,etiketler_listesi
3480341000704,200.0,Elle & Vire,['Milk'],[],8,B,4.0,C,True,,no,low,low,low,moderate,355.0,85.0,0.3,0.2,4.5,0.0,,16.0,1.3,0.52,,,1,7,6,1.0,0,0.0,6,6.0,0,0,Carré Frais Ail & Fines Herbes,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Spreads', 'Salted spreads', 'Pasteurized cheeses', 'Cheese spreads', 'Cream cheeses', 'Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured']","['Low or no fat', 'Source of proteins', 'Calcium source', 'High proteins', 'No fat']"
3165440008935,400.0,Tipiak,"['Celery', 'Gluten']","['Celery', 'Lupin', 'Milk', 'Mustard', 'Nuts', 'Sesame seeds', 'Soybeans']",17,B,4.0,,True,True,yes,low,low,low,moderate,620.0,148.0,1.4,0.2,28.0,2.3,2.4,4.9,0.8,0.32,,,2,4,2,1.0,0,0.0,3,2.0,0,0,Céréales méditerranéennes Sec,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Meals', 'Variety packs', 'Cereal variety packs']","['Made in France', 'Nutriscore', 'Nutriscore Grade A']"
3175681132467,200.0,Céréal Bio,"['Gluten', 'Milk', 'fr:avoine']","['Celery', 'Nuts', 'Sesame seeds', 'Soybeans']",19,B,3.0,A,True,True,no,moderate,moderate,low,moderate,917.0,219.0,9.0,1.7,26.0,3.4,6.3,5.4,0.96,0.384,,,2,7,5,2.0,0,1.0,4,2.0,3,0,Les galettes orge et boulgour au chèvre miel,g,"['Meat alternatives', 'Vegetarian patties']","['Vegetarian', 'Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'Source of fibre', 'ES-ECO-019-CT', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'High fibres', 'Made in France', 'No additives', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
3029330004240,500.0,Jacquet,['Gluten'],"['Nuts', 'Soybeans']",18,B,4.0,,True,True,yes,low,low,low,moderate,947.0,224.0,1.6,0.3,41.0,3.8,8.7,7.1,1.2,0.48,,0.0,1,8,7,2.0,1,0.0,5,2.0,5,0,Fines Tartines farine de Seigle,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads']","['Nutriscore', 'Nutriscore Grade A']"
6175634,2.0,Ekibio,[],[],1,B,,B,False,True,yes,low,low,moderate,moderate,1616.0,381.0,1.8,0.5,83.0,6.5,4.3,6.7,0.3,0.12,0.0,0.0,2,6,4,4.0,1,0.0,1,2.0,2,0,Tartines craquantes à la châtaigne,x,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Breads', 'Extruded crispbreads', 'Crispbreads']","['No gluten', 'Vegetarian', 'Crossed Grain Trademark', 'Vegan', 'EU Agriculture', 'Made in France', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A']"
5025125000112,450.0,Jason's,['Gluten'],[],10,B,3.0,A,True,True,yes,low,low,low,moderate,1003.6,237.0,0.7,0.1,46.4,2.1,3.0,9.7,0.7875,0.315,,0.0,1,5,4,2.0,0,0.0,3,4.0,0,0,Sourdough,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sourdough breads']","['Vegetarian', 'No artificial flavors', 'No artificial preservatives', 'Vegan']"
3265474000018,1.0,Lesieur,[],[],7,B,2.0,A,True,True,yes,high,high,low,low,3700.0,900.0,100.0,9.1997,0.0,0.0,0.0,0.12,0.012,,,0.0,2,2,0,,0,,0,0.0,0,0,Huile Isis 4,l,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Vegetable oils', 'Flavoured oils', 'Mixed vegetable oils', 'Combined-oil-blended-vegetable-oils']","['Omega-3', 'High in Omega 3', 'Nutriscore', 'Nutriscore Grade B', 'Rich in vitamin D', 'fr:Bleu Blanc Cœur', 'Triman', 'Enriched-wih-vitamins', 'Frabrique-en-france']"
3329770076471,850.0,Calin,['Milk'],[],6,B,1.0,A,True,True,no,moderate,moderate,moderate,low,344.0,82.0,3.2,2.2,6.6,6.6,,5.7,0.13,0.052,,,2,4,2,1.0,1,2.0,0,2.0,0,0,"FROM.BLC.3,2% NAT.CALIN",g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'Plain fermented dairy desserts', 'fr:Fromages blancs']","['French milk', 'High in calcium', 'Nutriscore', 'Nutriscore Grade B', 'Triman', 'fr:Sante-des-os', 'fr:Systeme-immunitaire']"
6111266963283,110.0,COPAG,[],[],3,B,,B,False,True,yes,moderate,moderate,low,low,330.0,78.0,3.3,2.4,8.0,0.0,,4.2,0.0,0.0,,,1,2,1,0.0,0,2.0,0,1.0,0,0,Jaouda,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts']","['No gluten', 'No lactose']"
3175681116863,132.0,Gerblé,"['Gluten', 'Sesame seeds']","['Eggs', 'Lupin', 'Milk', 'Nuts', 'Soybeans']",13,B,4.0,C,True,,maybe,moderate,moderate,low,moderate,1850.0,442.0,18.0,1.7,66.0,0.0,5.4,8.1,0.32,0.128,17.0,0.0,1,7,6,5.0,0,1.0,1,3.0,3,0,Sablé sésame saveur vanille,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits']","['Low or no sugar', 'Made in France', 'No colorings', 'No palm oil', 'No sugar', 'Nutriscore', 'Nutriscore Grade A', 'Triman', 'Avec édulcorants']"
6111032000624,1.0,Salim,['Milk'],[],1,B,1.0,C,True,True,no,moderate,moderate,low,low,242.0,58.0,3.0,2.0,4.8,0.0,0.0,3.0,0.0,0.0,,,0,6,6,5.0,0,1.0,0,6.0,0,0,Lait naturel,l,"['Dairies', 'Milks', 'Homogenized milks', 'UHT Milks', 'Whole milks', 'Whole milk UHT']",['No preservatives']
3770018078144,120.0,LA VIE,['Soybeans'],"['Eggs', 'Milk', 'Nuts']",9,B,4.0,C,True,True,yes,low,low,low,high,481.0,115.0,2.1,0.8,3.7,0.7,2.8,19.0,1.6725,0.669,,,2,9,7,1.0,0,0.0,8,7.0,0,0,Jambon Nature,g,"['Frozen foods', 'Meat alternatives', 'Meat analogues', 'Prepared meat cuts substitutes', 'Ham substitutes']","['Vegetarian', 'No artificial flavors', 'Vegan', 'Nutriscore', 'Nutriscore Grade B']"
3175681302679,210.0,Gerblé,"['Gluten', 'Nuts']","['Eggs', 'Lupin', 'Milk', 'Mustard', 'Nuts', 'Sesame seeds', 'Soybeans']",17,B,4.0,C,True,True,yes,moderate,moderate,high,low,1974.0,471.0,19.0,1.6,61.0,0.0,8.0,10.0,0.18,0.072,,,1,10,9,5.0,4,1.0,0,4.0,5,0,Amande,g,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits and crackers', 'Biscuits']","['Source of fibre', 'High fibres', 'Natural flavors', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A']"
8410111000707,52.0,Isabel,['Fish'],[],8,B,4.0,E,False,True,yes,moderate,moderate,low,moderate,648.0,155.0,8.5,1.5,2.7,2.0,0.4,17.0,1.175,0.47,,,1,7,6,1.0,0,1.0,5,6.0,0,0,Atún con tomate,g,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Tunas', 'Canned tunas', 'fr:Thon à la sauce tomate', 'fr:Thon-a-la-sauce-tomate']",[]
6111242107441,500.0,Jaouda,['Milk'],[],4,B,1.0,C,True,True,no,moderate,low,low,low,243.0,58.0,3.0,1.3,4.7,0.0,,3.0,0.0,0.0,,,0,6,6,5.0,0,1.0,0,6.0,0,0,lait sans lactose,ml,"['Dairies', 'Milks (liquid and powder)', 'Specific products', 'Milks', 'Products for specific diets', 'Homogenized milks', 'Pasteurised products', 'Products without gluten', 'UHT Milks', 'Lactose-free milk']","['No gluten', 'No preservatives', 'French milk', 'No lactose']"
8008698005576,300.0,Schär,['Soybeans'],"['Lupin', 'Mustard']",19,B,4.0,B,True,True,no,moderate,low,low,moderate,1006.4,232.0,3.6,0.4,44.0,0.0,8.0,3.6,0.98,0.392,,0.0,1,7,6,3.0,0,0.0,4,1.0,5,0,Wholesome White Loaf,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Specific products', 'Products for specific diets', 'Breads', 'Products without gluten', 'Gluten-free breads', 'Sliced breads']","['Vegetarian', 'No gluten', 'Crossed Grain Trademark', 'No preservatives', 'Source of fibre', 'Green Dot', 'High fibres', 'No lactose', 'No wheat', 'pt:IT-016-373']"
6111242100022,450.0,Jaouda,['Milk'],[],2,B,1.0,D,True,True,no,low,moderate,low,low,184.1,43.0,1.3,0.9,4.8,0.0,0.0,3.2,0.0,0.0,,0.0,-4,3,7,3.0,0,0.0,0,7.0,0,0,Leben JAOUDA,g,"['Beverages', 'Dairies', 'Fermented foods', 'Fermented milk products', 'Dairy drinks', 'Fermented drinks', 'Fermented milk drinks', 'Plain fermented skimmed milk drink', 'fr:Leben']",[]
3302740059193,160.0,Fleury Michon,['Celery'],[],22,B,4.0,E,True,False,no,low,low,low,moderate,418.0,100.0,1.6,0.4,0.5,0.0,,21.0,1.475,0.59,,,1,8,7,1.0,0,0.0,7,7.0,0,0,Blanc de Poulet Doré au Four,g,"['Meats and their products', 'Meats', 'Chicken and its products', 'Poultries', 'Chickens', 'Charcuterie-de-volaille', 'Viande']","['No gluten', 'Made in France']"
20004132,400.0,Baresa,[],[],4,B,1.0,A,True,True,yes,low,low,low,moderate,111.9,26.0,0.2,0.1,4.0,0.0,1.8,1.3,1.3,0.52,,99.9,1,6,5,0.0,0,0.0,6,0.0,0,5,Chopped Tomatoes,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Tomatoes and their products', 'Tomatoes', 'Canned tomatoes', 'Peeled tomatoes', 'de:Gehackte-tomaten']","['Vegetarian', 'Pasteurized', 'Vegan', 'Nutriscore', 'Nutriscore Grade A']"
3029330069898,410.0,Jacquet,['Gluten'],"['Eggs', 'Milk', 'Sesame seeds']",11,B,,A,False,True,yes,moderate,low,moderate,moderate,1127.0,270.0,4.3,0.5,44.0,5.3,6.2,10.0,1.0,0.4,,0.0,1,8,7,3.0,1,0.0,4,4.0,3,0,Tartines p’tit dej,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Vegetarian', 'Vegan', 'Cooperative product', 'No added sugar', 'No additives', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'With wholemeal flour', 'fr:Farine de blé français', 'fr:Origine France', 'Triman', 'fr:Coopérative française', 'fr:Plaisir et qualité', 'fr:Sachet recyclable', 'fr:Suggestion de présentation']"
3330720244017,320.0,Lucien georgelin,[],[],5,B,4.0,B,True,True,yes,low,low,high,low,374.0,89.0,0.5,0.01,21.7,21.7,8.9,0.6,0.02,0.008,,,1,7,6,1.0,6,0.0,0,0.0,5,1,Confiture fraise sans sucre ajoutes,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Spreads', 'Plant-based spreads', 'Sweet spreads', 'Fruit and vegetable preserves', 'Jams', 'Berry jams', 'Strawberry jams']","['Source of fibre', 'High fibres', 'Made in France', 'No added sugar']"
3560070910366,1.0,Carrefour BIO,[],[],1,B,2.0,C,True,True,yes,high,high,low,low,3382.0,823.0,91.0,13.0,0.0,0.0,,0.0,0.0,0.0,,,0,5,5,,0,,0,0.0,0,5,Huile d'olive vierge extra,l,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Virgin olive oils', 'Olive-oil-blends']","['Organic', 'EU Organic', 'Non-EU Agriculture', 'ES-ECO-001-AN', 'ES-ECO-003-AN', 'ES-ECO-019-CT', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'Nutriscore', 'Nutriscore Grade B', 'AB Agriculture Biologique']"
6111265800497,,,[],[],2,B,,D,False,True,yes,moderate,moderate,low,low,247.0,59.0,3.0,1.9,4.8,0.0,,3.2,0.0,0.0,,,-1,6,7,5.0,0,1.0,0,7.0,0,0,Albane,,"['Dairies', 'Milks']",[]
3302740058660,130.0,Fleury Michon,['Celery'],[],19,B,4.0,E,True,False,no,low,low,low,moderate,418.0,100.0,1.6,0.4,0.5,0.5,,21.0,1.5,0.6,,,1,8,7,1.0,0,0.0,7,7.0,0,0,Blanc de poulet 100% filet,g,"['Meats and their products', 'Prepared meats', 'fr:Charcuteries cuites', 'Poultry hams', 'Cooked chicken breast slices', 'fr:Blancs de poulet rôti à la broche']","['Nutriscore', 'Nutriscore Grade B', 'Without sodium nitrite']"
3229820019604,1.0,Bjorg,['Soybeans'],[],3,B,4.0,A,True,True,yes,moderate,low,low,low,178.0,43.0,2.6,0.6,0.7,0.5,0.5,3.9,0.03,0.012,,,-4,3,7,3.0,0,0.0,0,7.0,0,0,Soja nature sans sucre ajouté bio,l,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based foods', 'Legumes and their products', 'Dairy substitutes', 'Milk substitutes', 'Plant-based beverages', 'Plant-based milk alternatives', 'Legume-based drinks', 'Soy-based drinks', 'Unsweetened plain soy-based drinks']","['Low or no sugar', 'Organic', 'EU Organic', 'No GMOs', 'Non-EU Agriculture', 'Certified B Corporation', 'CH-BIO-006', 'Eco-Score', 'Eco-Score A', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'FSC', 'FSC Mix', 'IT-BIO-005', 'IT-BIO-006', 'IT-BIO-007', 'Made in Italy', 'Made in Swiss', 'No added sugar', 'No sugar', 'AB Agriculture Biologique', 'fr:Origine France', 'fr:Facile-a-digerer', 'fr:Proteines-vegetales']"
3033710003228,250.0,Nestlé,['Gluten'],[],4,B,1.0,,True,True,yes,low,low,moderate,moderate,1549.0,366.0,0.5,0.2,81.4,4.4,8.0,5.1,0.23,0.092,,,2,14,12,10.0,3,0.0,1,7.0,5,0,RICORÉ® aux céréales et à la chicorée solubles Boîte 250g,g,"['Beverages and beverages preparations', 'Plant-based foods and beverages', 'Beverages', 'Plant-based beverages', 'Beverage preparations', 'Instant beverages', 'Instant coffee substitutes', 'Instant chicory']","['Green Dot', 'No added sugar', 'No caffeine', 'Nutriscore', 'Nutriscore Grade A', 'Triman']"
7613035694958,160.0,Garden Gourmet,"['Eggs', 'Gluten', 'Milk', 'Soybeans']","['Celery', 'Mustard', 'Sesame seeds', 'Soybeans']",30,B,4.0,B,True,True,no,moderate,moderate,low,moderate,804.0,192.0,8.3,1.8,17.9,3.5,3.2,9.8,0.9,0.36,,41.4018758417509,2,8,6,2.0,1,1.0,4,4.0,1,1,GARDEN GOURMET Carré gourmand Tomates et mozzarella 160g,g,"['Meat alternatives', 'Vegetarian patties']","['Vegetarian', 'Source of fibre', 'European Vegetarian Union', 'European Vegetarian Union Vegetarian', 'No colorings', 'Nutriscore', 'Nutriscore Grade A', 'Unfrozen', 'Triman']"
3560071010058,500.0,Carrefour,"['Gluten', 'fr:avoine', 'fr:avoine']","['Lupin', 'Mustard', 'Sesame seeds', 'Soybeans']",25,B,4.0,,True,,maybe,moderate,low,low,moderate,1064.0,253.0,6.9,0.8,36.0,2.3,6.9,8.2,1.2,0.48,,0.0,1,8,7,3.0,0,0.0,5,3.0,4,0,Le pain aux Céréales,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'fr:Pains multicéréales']","['Source of fibre', 'Green Dot', 'High fibres', 'Made in Germany', 'Nutriscore', 'Nutriscore Grade A']"
20002183,200.0,Milbona,['Milk'],[],4,B,3.0,D,True,True,no,low,low,low,moderate,146.8456,98.0,0.188518,0.109142,4.951078,4.891546,0.0,3.254416,0.363422,,,0.0,1,2,1,0.0,1,0.0,1,1.0,0,0,Cottage Cheese,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Cheeses', 'Desserts', 'Dairy desserts', 'Cow cheeses', 'Fermented dairy desserts', 'Plain fermented dairy desserts', 'Fresh cheeses', 'Cottage cheeses', 'Plain cottage cheeses']","['Nutriscore', 'Nutriscore Grade B', 'es:Recicla-amarillo']"
6111032009924,440.0,,['Milk'],[],5,B,4.0,D,True,True,no,low,low,low,low,165.0,39.0,0.7,0.5,5.9,0.0,,2.3,0.2375,0.095,0.0,,0,4,4,3.0,0,0.0,1,4.0,0,0,SALIM LBEN 440G,g,"['Dairies', 'Milks (liquid and powder)', 'Milks', 'ar:Salim']",[]
3560070879762,500.0,Carrefour Original,['Gluten'],"['Lupin', 'Mustard', 'Sesame seeds', 'Soybeans']",16,B,4.0,A,True,,maybe,low,low,low,moderate,933.0,221.0,1.2,0.3,42.0,0.0,6.3,7.1,1.2,0.48,,0.0,2,7,5,2.0,0,0.0,5,2.0,3,0,Le Pain Het Brood au Seigle met Rouge,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Rye breads']","['Source of fibre', 'High fibres', 'Nutriscore', 'Nutriscore Grade A']"
3178050000749,1.0,Puget,[],[],1,B,2.0,E,True,True,yes,high,high,low,low,3700.0,900.0,100.0,15.0,0.0,0.0,,0.0,0.0,0.0,,,0,5,5,,0,,0,0.0,0,5,Huile d'olive,l,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Virgin olive oils']","['Natural product', 'Nutriscore', 'Nutriscore Grade B', 'Triman']"
3497917002451,120.0,Brets,[],"['Eggs', 'Gluten', 'Milk']",3,B,3.0,A,True,True,yes,high,moderate,low,moderate,2359.0,567.0,38.0,3.1,45.0,0.6,4.6,8.9,1.1,0.44,,,0,5,5,,0,,5,3.0,2,0,Chips de Sarrasin au Sel de Guerande,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Salty snacks', 'Seeds', 'Appetizers', 'Cereals and their products', 'Chips and fries', 'Cereal grains', 'Crisps', 'Buckwheat', 'Chips-de-sarrasin']","['Nutriscore', 'Nutriscore Grade C', 'Produced in Brittany', 'Triman', 'Au-sel-de-guérande', 'Pme-plus', 'Produit-en-bretagne', 'Sarrasin-100%-français']"
3175681037885,145.0,Céréal bio,"['Gluten', 'Milk', 'Soybeans']","['Celery', 'Eggs', 'Gluten', 'Lupin', 'Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",5,B,3.0,A,True,True,yes,low,low,low,moderate,1599.0,377.0,2.3,0.3,78.0,2.8,2.5,9.9,0.32,0.128,,,1,5,4,4.0,0,0.0,1,4.0,0,0,Tartines Craquantes Multi-Céréales,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Cereals and potatoes', 'Extruded crispbreads']","['Low or no sugar', 'Low sugar', 'Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'FR-BIO-10', 'Made in France', 'New recipe', 'No colorings', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'Triman']"
3571492210019,750.0,Briau,"['Fish', 'Milk', 'Sesame seeds']","['Celery', 'Crustaceans', 'Gluten', 'Molluscs', 'Mustard', 'Nuts', 'Peanuts', 'Sesame seeds', 'Soybeans']",20,B,4.0,,True,False,no,moderate,low,low,moderate,656.0,158.0,10.0,1.3,7.7,0.8,,8.2,0.66,0.264,,,2,5,3,1.0,0,1.0,3,3.0,0,0,BRANDADE DE MORUE,g,"['Meals', 'Meals with fish', 'Refrigerated foods', 'Refrigerated meals', 'Cod brandade', 'fr:Brandades de morue parmentière', 'fr:preparations-made-from-fish-meat']","['No artificial flavors', 'No preservatives', 'Green Dot', 'Made in France', 'No colorings', 'Nutriscore', 'Nutriscore Grade A']"
3770008009882,250.0,Funkie,"['Milk', 'Peanuts']","['Milk', 'Nuts']",7,B,3.0,C,False,True,yes,moderate,moderate,high,low,1846.0,438.0,17.0,3.0,58.0,13.0,6.0,13.0,0.13,0.052,,,2,10,8,5.0,3,2.0,0,5.0,3,0,Les Fourrées  -  Beurre de Cacahuète & Cacao,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Snacks', 'Breakfasts', 'Cereals and potatoes', 'Sweet snacks', 'Cereals and their products', 'Breakfast cereals', 'Extruded cereals', 'Filled cereals']","['Low or no sugar', 'Low sugar', 'No gluten', 'Organic', 'Vegetarian', 'EU Organic', 'Non-EU Agriculture', 'Reduced sugar', 'Vegan', 'Without vegetable oils', '30% less sugar', '60% less sugar', 'EU Agriculture', 'EU/non-EU Agriculture', 'Made in France', 'No additives', 'No palm oil', 'Nutriscore', 'Nutriscore Grade C - New calculation', 'Without oil', 'AB Agriculture Biologique']"
6111246721339,190.0,le berger,['Milk'],[],5,B,4.0,A,True,,no,high,low,low,moderate,941.0,225.0,21.0,0.0,4.0,0.0,0.0,6.0,0.4,0.16,0.0,,1,3,2,2.0,0,0.0,1,2.0,0,0,Ftoury Fromage Blanc,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'fr:Fromages blancs']",['fr:Lait sélectionné']
6111024004753,50.0,horra,[],[],1,B,,D,False,True,yes,high,high,low,low,3765.0,900.0,100.0,16.8,0.0,0.0,,0.0,0.0,0.0,,,2,7,5,,0,,0,,0,5,Huille,cl,"['Plant-based foods and beverages', 'Plant-based foods', 'Fats', 'Vegetable fats', 'Olive tree products', 'Vegetable oils', 'Olive oils', 'Extra-virgin olive oils', 'Virgin olive oils']",[]
6410500090014,200.0,Finn Crisp,['Gluten'],['Sesame seeds'],6,B,3.0,,True,True,yes,low,low,low,moderate,1463.2,333.0,2.6,0.5,61.0,0.0,20.0,10.0,1.4,0.56,,0.0,1,10,9,4.0,0,0.0,6,4.0,5,0,Original Sourdough Rye Thins,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Crispbreads', 'Crispbreads (wholemeal)', 'Sourdough crisp bread']","['Source of fibre', 'High fibres']"
3029330071280,825.0,Jacquet,['Gluten'],"['Eggs', 'Milk', 'Sesame seeds', 'fr:sucres']",11,B,4.0,A,True,True,yes,moderate,low,low,moderate,1038.0,243.0,3.0,0.3,42.0,3.8,6.6,8.7,1.2,0.48,,1.775,2,9,7,3.0,1,0.0,5,3.0,4,0,Pain Complet,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Sliced breads', 'Wholemeal breads', 'Wholemeal sliced breads']","['Vegetarian', 'Vegan', 'No added sugar', 'No additives', 'No palm oil', 'fr:Origine France']"
3272770015516,140.0,Savencia,"['Milk', 'Nuts']",['Nuts'],15,B,4.0,B,True,True,yes,moderate,moderate,low,low,941.0,225.0,19.0,1.7,7.4,1.1,4.0,4.6,0.0025,0.001,,,1,3,2,2.0,0,1.0,0,1.0,1,0,Tartare 100% vegetal,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Spreads', 'Plant-based spreads', 'Salted spreads', 'Cheese spreads substitutes']","['Vegetarian', 'Vegan', 'No additives', 'Triman']"
3302740057502,116.0,Fleury Michon,['Celery'],[],21,B,4.0,E,True,False,no,low,low,low,moderate,468.0,112.0,2.0,0.6,0.5,0.5,,23.0,1.475,0.59,,,1,8,7,1.0,0,0.0,7,7.0,0,0,Filet de poulet 🐔 rôti,g,"['Meats and their products', 'Prepared meats', 'fr:Charcuteries cuites', 'Poultry hams', 'Cooked chicken breast slices']","['No gluten', 'Made in France', 'Nutriscore', 'Nutriscore Grade B', 'Without sodium nitrite']"
3154230800965,140.0,Herta,[],[],31,B,4.0,E,,False,no,low,low,low,moderate,446.3,103.0,2.0,0.7,0.9,0.0,0.0,21.0,1.5,0.6,,0.0394775390625001,1,8,7,1.0,0,0.0,7,7.0,0,0,Blanc de Poulet Nature,g,"['Meats and their products', 'Meat preparations', 'Meats', 'Prepared meats', 'Chicken and its products', 'Poultries', 'Chicken preparations', 'Chickens', 'fr:Charcuteries cuites', 'Poultry hams', 'Cooked chicken breast slices']","['Made in France', 'Nutriscore', 'Nutriscore Grade B', 'Triman']"
3175681170841,267.0,Céréales bio,"['Celery', 'Gluten', 'Soybeans']","['Celery', 'Eggs', 'Milk', 'Mustard', 'Nuts', 'Sesame seeds']",30,B,3.0,A,True,True,yes,moderate,low,low,moderate,465.0,111.0,3.1,0.4,15.0,2.9,3.8,3.8,0.74,0.296,,,2,4,2,1.0,0,0.0,3,1.0,1,0,Raviolis bio,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Meals', 'Cereals and their products', 'Pasta dishes', 'Pastas', 'Stuffed pastas', 'Ravioli', 'Pasta stuffed with vegetables', 'Ravioli with vegetables', 'fr:Plats à base de tofu', 'fr:Raviolis au tofu']","['Vegetarian', 'Organic', 'EU Organic', 'Non-EU Agriculture', 'Vegan', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-10', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'Triman']"
6111126005580,450.0,Chergui,['Milk'],[],1,B,1.0,D,True,True,no,low,low,low,low,190.372,45.0,1.5,1.0,4.9,0.0,0.0,3.1,0.1,0.04,,,-4,3,7,3.0,0,0.0,0,7.0,0,0,Chergui Lait,ml,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Milks (liquid and powder)', 'Fermented dairy desserts', 'Milks', 'fr:Boissons-au-lait']","['No preservatives', 'Fed without soy', 'fr:Chergui']"
6111263000202,100.0,delfy,"['Fish', 'Soybeans']",[],3,B,3.0,D,True,False,no,moderate,moderate,low,moderate,755.0,180.0,15.6,1.5,0.6,0.0,0.0,30.1,1.25,0.5,0.0,,2,9,7,2.0,0,1.0,6,7.0,0,0,Delfy,g,"['Seafood', 'Fishes and their products', 'Fishes', 'Meals', 'Fatty fishes', 'Fish fillets', 'Meals with fish', 'Mackerels', 'Mackerel fillets', 'Meals with cooked white fish', 'Cooked marine white fish without skin']","['Sustainable', 'Sustainable fishery', 'Omega-3', 'High in Omega 3', 'Sustainable Seafood MSC', 'fr:Huile-de-soya', 'fr:Sel']"
