enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,protein_g,tuz_g,lif_g,sodyum_g,nova_grubu,nutriscore_notu,seker_orani,protein_orani,doymus_yag_orani
74.0,3.0,0.5,10.0,7.0,1.4,1.0,2.0,0.4,4.0,C,0.6363636363636364,0.018666666666666665,0.125
96.0,0.961538461538462,0.0,1.92307692307692,0.0,19.2307692307692,1.92307692307692,0.0,0.769230769230769,4.0,C,0.0,0.19825535289452786,0.0
50.0,0.3,0.05,11.6,9.4,0.3,0.01,2.0,0.004,1.0,C,0.746031746031746,0.0058823529411764705,0.038461538461538464
90.0,3.0,2.0,12.0,11.0,3.7,0.11,0.0,0.044,4.0,C,0.8461538461538461,0.04065934065934066,0.5
374.0,1.7,0.3,81.0,7.2,7.1,0.46,2.9,0.184,3.0,C,0.0878048780487805,0.018933333333333333,0.1111111111111111
2.0,0.0,0.0,1.0,0.0,0.5,0.79,0.0,0.316,4.0,C,0.0,0.16666666666666666,0.0
251.0,4.6,0.6,43.0,0.0,7.8,1.0,3.2,0.4,4.0,C,0.0,0.03095238095238095,0.10714285714285715
642.0,55.0,9.0,10.0,4.9,23.0,0.62,7.7,0.248,4.0,C,0.4454545454545455,0.03576982892690513,0.16071428571428573
537.0,39.0,4.6,20.0,10.0,20.0,0.03,13.0,0.012,4.0,C,0.47619047619047616,0.03717472118959108,0.11499999999999999
94.0,3.2,2.1,12.0,11.0,3.7,0.18,2.0,0.072,4.0,C,0.8461538461538461,0.03894736842105263,0.5
226.0,7.5,2.6,31.0,2.7,7.7,1.3,1.9,0.52,3.0,C,0.084375,0.033920704845814977,0.3058823529411765
477.0,22.0,2.0,60.0,4.5,6.4,1.1,5.5,0.44,4.0,C,0.07377049180327869,0.013389121338912135,0.08695652173913043
33.0,1.0,0.8,5.1,3.1,0.8,0.11,0.2,0.044,4.0,C,0.5081967213114754,0.023529411764705882,0.4
106.0,5.1,1.8,10.0,2.4,4.7,0.72,0.8,0.288,4.0,C,0.21818181818181817,0.04392523364485981,0.2950819672131148
168.0,3.13725490196078,0.392156862745098,27.4509803921569,2.74509803921569,7.45098039215686,0.882352941176471,0.784313725490196,0.352941176470588,4.0,C,0.09648518263266713,0.044088641373709235,0.09478672985781998
252.0,21.0,3.0,8.4,0.6,5.7,0.925,2.0,0.37,3.0,C,0.06382978723404255,0.022529644268774705,0.13636363636363635
14.0,0.5,0.1,3.5,3.5,0.5,0.5,2.0,0.2,4.0,C,0.7777777777777778,0.03333333333333333,0.06666666666666667
472.0,24.0,2.6,56.0,0.6,5.4,0.003,2.0,0.0012,3.0,C,0.010526315789473684,0.01141649048625793,0.10400000000000001
52.0,2.1,1.0,7.2,1.2,1.1,1.425,2.0,0.57,3.0,C,0.14634146341463417,0.020754716981132078,0.3225806451612903
123.0,2.5,0.9,0.9,0.9,24.0,1.4,2.0,0.56,4.0,C,0.4736842105263158,0.1935483870967742,0.2571428571428572
286.0,0.0,0.0,77.14,65.71,0.0,0.1775,8.6,0.071,1.0,C,0.8409265421039159,0.0,0.0
305.0,28.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,C,0.0,0.042483660130718956,0.6896551724137931
630.0,50.02,3.41,18.8,7.89,26.35,0.914775,2.0,0.36591,4.0,C,0.39848484848484844,0.04175911251980983,0.06683653469227754
238.0,7.5,3.2,32.0,3.2,9.9,1.0,1.9,0.4,3.0,C,0.09696969696969697,0.04142259414225941,0.3764705882352941
183.0,17.0,2.3,4.5,1.9,3.0,0.13,0.5,0.052,4.0,C,0.34545454545454546,0.016304347826086956,0.12777777777777777
135.0,8.3,2.2,11.0,2.1,3.6,0.78,1.1,0.312,4.0,C,0.17500000000000002,0.026470588235294117,0.23655913978494625
399.0,8.5,4.2,67.0,16.0,9.4,0.37,8.4,0.148,4.0,C,0.23529411764705882,0.0235,0.4421052631578948
231.0,8.0,1.7,29.0,4.5,8.2,1.1,4.8,0.44,4.0,C,0.15,0.03534482758620689,0.18888888888888888
246.0,2.4,0.8,48.0,39.0,2.8,0.2,9.9,0.08,1.0,C,0.7959183673469388,0.011336032388663967,0.23529411764705885
327.0,1.81818181818182,0.363636363636364,80.0,25.4545454545455,9.09090909090909,0.772727272727273,12.7272727272727,0.309090909090909,3.0,C,0.3142536475869815,0.027716186252771616,0.12903225806451615
169.0,15.0,2.5,2.8,2.2,5.2,1.2,3.3,0.48,3.0,C,0.5789473684210527,0.03058823529411765,0.15625
100.0,8.2,7.1,5.5,1.0,0.9,0.03,2.0,0.012,4.0,C,0.15384615384615385,0.008910891089108912,0.7717391304347826
2.0,0.0,0.0,0.8,0.0,0.0,0.16,0.0,0.064,4.0,C,0.0,0.0,0.0
212.0,3.0,3.0,48.4545454545455,3.0,7.27272727272727,0.0,12.0909090909091,0.0,3.0,C,0.06066176470588229,0.03414425949637216,0.75
271.0,5.4,1.0,44.0,5.2,10.0,1.5725,3.3,0.629,4.0,C,0.11555555555555556,0.03676470588235294,0.15625
111.0,4.11764705882353,2.64705882352941,14.7058823529412,8.82352941176471,4.11764705882353,0.161764705882353,2.0,0.0647058823529412,4.0,C,0.5617977528089881,0.03676470588235294,0.5172413793103444
457.0,19.8,4.1,51.2,11.8,14.7,0.03,7.8,0.012,4.0,C,0.2260536398467433,0.03209606986899563,0.19711538461538458
302.0,30.0,3.5,4.8,2.9,2.1,2.0,22.0,0.8,4.0,C,0.5,0.006930693069306931,0.11290322580645161
82.0,0.3,0.0,18.0,17.0,1.0,0.02,1.8,0.008,4.0,C,0.8947368421052632,0.012048192771084338,0.0
443.0,19.3,3.6,53.3,14.6,9.5,0.02,7.9,0.008,4.0,C,0.2688766114180479,0.021396396396396396,0.17733990147783252
150.0,10.0,2.0,13.0,5.0,3.0,0.85,2.0,0.34,4.0,C,0.35714285714285715,0.019867549668874173,0.18181818181818182
400.0,12.5,1.25,65.0,20.0,7.5,0.625,7.5,0.25,4.0,C,0.30303030303030304,0.018703241895261846,0.09259259259259259
79.0,6.19469026548673,0.884955752212389,5.30973451327434,4.42477876106195,0.884955752212389,0.907079646017699,0.884955752212389,0.36283185840708,3.0,C,0.7012622720897617,0.011061946902654862,0.1230012300123
250.0,1.1,0.3,51.0,3.1,7.7,0.88,2.5,0.352,4.0,C,0.05961538461538462,0.03067729083665339,0.14285714285714285
218.0,7.8,2.5,25.0,1.4,9.4,1.6,5.3,0.64,4.0,C,0.05384615384615384,0.042922374429223746,0.28409090909090906
43.0,0.5,0.1,7.4,6.9,1.3,0.47,1.5,0.188,4.0,C,0.8214285714285714,0.029545454545454545,0.06666666666666667
390.0,3.1,1.1,84.9,31.0,4.0,0.45,30.0,0.18,4.0,C,0.3608847497089639,0.010230179028132993,0.26829268292682934
243.0,0.6,0.6,98.0,0.5,0.5,0.01,2.0,0.004,4.0,C,0.005050505050505051,0.0020491803278688526,0.37499999999999994
48.0,0.13,0.021,10.7,10.1,0.27,0.0,1.3,0.15,3.0,C,0.8632478632478633,0.005510204081632653,0.01858407079646018
2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.004,4.0,C,0.0,0.0,0.0
37.0,1.1,0.6,5.9,0.0,0.7,0.61,0.5,0.244,4.0,C,0.0,0.018421052631578946,0.2857142857142857
301.0,4.3,0.5,55.0,2.3,9.1,0.9725,2.7,0.389,4.0,C,0.04107142857142857,0.030132450331125826,0.09433962264150944
128.0,7.92,5.81,5.2,0.1,9.1,0.32,2.0,0.128,4.0,C,0.016129032258064516,0.07054263565891472,0.6513452914798206
401.0,6.3,0.8,67.0,4.1,15.0,1.61,8.3,0.644,4.0,C,0.06029411764705882,0.03731343283582089,0.10958904109589042
48.0,0.0,0.0,11.3,10.7,0.3,0.01,0.4,0.004,1.0,C,0.8699186991869917,0.006122448979591836,0.0
419.0,23.0,3.3,25.0,7.6,16.0,0.82,24.0,0.328,4.0,C,0.29230769230769227,0.0380952380952381,0.13749999999999998
244.0,13.0,2.4,22.0,1.0,6.6,1.3,6.2,0.52,4.0,C,0.043478260869565216,0.02693877551020408,0.17142857142857143
404.0,14.0,2.1,44.0,3.5,19.0,2.0,13.0,0.8,4.0,C,0.07777777777777778,0.04691358024691358,0.14
197.0,9.5,1.7,19.0,1.3,8.2,0.87,2.1,0.348,4.0,C,0.065,0.04141414141414141,0.1619047619047619
89.0,5.0,3.4,4.1,0.0,7.0,0.05,2.0,0.02,1.0,C,0.0,0.07777777777777778,0.5666666666666667
10.0,0.5,0.5,0.5,0.5,1.4,1.6,2.0,0.64,4.0,C,0.3333333333333333,0.12727272727272726,0.3333333333333333
598.0,46.0,8.4,24.0,20.0,20.0,0.73,4.2,0.291,4.0,C,0.8,0.0333889816360601,0.17872340425531916
132.0,7.6,0.8,10.0,4.2,4.0,1.1,3.8,0.44,4.0,C,0.38181818181818183,0.03007518796992481,0.0930232558139535
132.0,6.4,2.9,13.0,1.5,5.1,0.74,1.1,0.296,3.0,C,0.10714285714285714,0.038345864661654135,0.3918918918918919
229.0,17.0,1.7,11.0,1.6,5.6,0.92,4.9,0.368,3.0,C,0.13333333333333333,0.02434782608695652,0.09444444444444444
189.0,13.0,2.6,12.0,5.7,4.7,1.0,2.0,0.4,4.0,C,0.43846153846153846,0.024736842105263158,0.18571428571428572
378.0,0.7,0.0,85.0,0.0,6.5,0.28,2.1,0.112,3.0,C,0.0,0.017150395778364115,0.0
19.0,0.0,0.0,4.3,4.3,0.0,0.13,2.0,0.052,4.0,C,0.8113207547169812,0.0,0.0
614.0,51.6,6.2,7.8,7.7,23.6,1.5,12.1,0.6,3.0,C,0.875,0.0383739837398374,0.11787072243346007
55.0,0.0,0.0,13.0,13.0,0.0,0.0,1.7,0.0,4.0,C,0.9285714285714286,0.0,0.0
5.0,0.3,0.0,0.3,0.2,0.2,0.885,0.1,0.354,4.0,C,0.15384615384615385,0.03333333333333333,0.0
57.0,2.8,0.2,6.9,1.6,0.9,0.000225,2.0,9e-05,4.0,C,0.20253164556962025,0.015517241379310345,0.052631578947368425
198.0,16.1,4.0,6.1,4.8,3.5,1.6,7.4,0.64,3.0,C,0.676056338028169,0.017587939698492462,0.23391812865497075
378.0,0.9,0.3,84.0,0.9,7.0,0.89,3.0,0.356,3.0,C,0.010588235294117647,0.018469656992084433,0.15789473684210525
238.0,13.0,4.0,23.0,3.3,5.8,0.8075,2.0,0.323,4.0,C,0.13749999999999998,0.024267782426778243,0.2857142857142857
182.0,0.9,0.5,34.0,31.0,0.7,0.09,0.0,0.036,3.0,C,0.8857142857142857,0.0038251366120218575,0.2631578947368421
45.0,0.0,0.0,10.8333333333333,0.0,0.833333333333333,0.0,0.0,0.0,1.0,C,0.0,0.0181159420289855,0.0
33.0,0.4,0.2,6.2,3.1,0.9,0.66,0.5,0.264,4.0,C,0.4305555555555556,0.026470588235294117,0.14285714285714288
223.0,6.0,2.5,30.0,3.7,11.0,1.2,2.3,0.48,4.0,C,0.11935483870967742,0.049107142857142856,0.35714285714285715
250.0,0.0,0.0,49.3835467294126,0.0,8.8184904873951,1.32277357310927,1.76369809747902,0.529109429243706,3.0,C,0.0,0.03513342823663387,0.0
45.0,0.0,0.0,4.54545,0.0,0.0,1.81818,0.0,0.727272,4.0,C,0.0,0.0,0.0
2.0,0.0,0.0,0.833333333333333,0.0,0.0,0.03125,0.0,0.0125,4.0,C,0.0,0.0,0.0
415.0,15.0,2.1,44.0,3.6,19.0,2.0,14.0,0.8,4.0,C,0.08,0.04567307692307692,0.13125
142.0,3.57142857142857,0.0,30.952380952381,0.0,9.52380952380952,1.9047619047619,28.5714285714286,0.761904761904762,4.0,C,0.0,0.06660006660006658,0.0
231.0,2.2,0.8,47.3,0.0,8.4,0.595,2.3,0.238,4.0,C,0.0,0.03620689655172414,0.25
246.0,1.4,1.4,96.0,1.0,0.0,0.0,0.0,0.0,4.0,C,0.010309278350515464,0.0,0.5833333333333334
604.0,48.0,9.6,15.0,9.3,24.0,0.72,8.1,0.288,4.0,C,0.58125,0.03966942148760331,0.19591836734693877
39.0,1.3,0.2,6.0,4.2,0.7,0.1,0.5,0.04,4.0,C,0.6,0.017499999999999998,0.08695652173913045
51.0,1.5,0.2,7.7,2.6,1.4,0.0003,2.0,0.00012,4.0,C,0.2988505747126437,0.02692307692307692,0.08
507.0,6.5,1.3,52.0,1.9,9.9,0.95,2.3,0.38,4.0,C,0.035849056603773584,0.019488188976377954,0.17333333333333334
317.0,0.6,0.3,71.0,57.0,3.0,0.07,8.0,0.028,3.0,C,0.7916666666666666,0.009433962264150943,0.18749999999999997
262.0,3.5,0.3,46.0,1.6,9.7,1.18,3.9,0.472,4.0,C,0.03404255319148936,0.03688212927756654,0.06666666666666667
62.0,3.33333333333333,2.08333333333333,5.0,0.0,3.33333333333333,0.109375,0.0,0.04375,1.0,C,0.0,0.05291005291005286,0.48076923076923034
64.0,0.5,0.1,14.0,14.0,0.5,0.01,0.7,0.004,3.0,C,0.9333333333333333,0.007692307692307693,0.06666666666666667
124.0,4.74193548387097,2.19354838709677,9.64516129032258,1.7741935483871,10.0645161290323,0.501612903225806,1.45161290322581,0.200645161290323,3.0,C,0.166666666666667,0.08051612903225841,0.3820224719101115
252.0,1.0,0.3,52.0,4.9,7.3,0.94,2.9,0.376,4.0,C,0.09245283018867925,0.028853754940711462,0.15
1.0,0.0,0.0,0.5,0.5,0.0,0.04,2.0,0.016,4.0,C,0.3333333333333333,0.0,0.0
26.0,0.0,0.0,2.3,1.3,0.3,0.1,0.0,0.04,4.0,C,0.393939393939394,0.011111111111111112,0.0
282.0,4.0,0.9,50.0,0.4,10.0,1.5,2.2,0.6,3.0,C,0.00784313725490196,0.0353356890459364,0.18
46.0,0.5,0.0,11.0,10.0,0.5,0.01,0.2,0.004,1.0,C,0.8333333333333334,0.010638297872340425,0.0
139.0,2.2,0.9,26.0,0.7,3.3,0.8,0.9,0.32,4.0,C,0.025925925925925925,0.02357142857142857,0.28125
472.0,20.0,2.0,64.0,0.8,6.6,0.6875,4.0,0.275,3.0,C,0.012307692307692308,0.013953488372093023,0.09523809523809523
152.0,12.0,8.6,2.7,2.7,8.3,0.46,0.0,0.184,3.0,C,0.7297297297297297,0.0542483660130719,0.6615384615384615
23.0,0.3,0.3,4.0,3.5,0.2,0.01,2.0,0.004,4.0,C,0.7,0.008333333333333333,0.23076923076923075
114.0,5.0,3.4,14.0,11.0,3.6,0.11,2.0,0.044,3.0,C,0.7333333333333333,0.03130434782608696,0.5666666666666667
333.0,3.9,0.7,47.0,22.0,13.0,0.7,29.0,0.28,3.0,C,0.4583333333333333,0.038922155688622756,0.14285714285714285
2.0,0.0,0.0,1.05708245243129,0.0,0.0,0.195560253699789,0.422832980972516,0.0782241014799154,4.0,C,0.0,0.0,0.0
170.0,8.6,1.1,13.0,2.5,7.7,1.6,2.0,0.64,4.0,C,0.17857142857142858,0.04502923976608187,0.11458333333333334
48.0,1.3,0.2,7.9,3.9,0.8,0.13,0.5,0.052,3.0,C,0.4382022471910112,0.0163265306122449,0.08695652173913045
447.0,17.0,6.2,56.0,15.0,11.0,0.14,13.0,0.056,4.0,C,0.2631578947368421,0.024553571428571428,0.34444444444444444
273.0,14.0,1.1,25.0,2.1,10.0,1.0825,3.7,0.433,4.0,C,0.08076923076923077,0.0364963503649635,0.07333333333333333
259.0,19.0,1.5,12.0,2.0,6.6,1.8,6.6,0.72,4.0,C,0.15384615384615385,0.025384615384615384,0.075
42.0,0.0,0.0,10.0,10.0,0.0,0.0,0.3,0.0,1.0,C,0.9090909090909091,0.0,0.0
152.0,7.0,4.9,19.4,16.9,2.5,0.12,2.0,0.048,4.0,C,0.8284313725490196,0.016339869281045753,0.6125
220.0,16.0,11.0,2.0,0.0,17.0,0.6875,2.0,0.275,3.0,C,0.0,0.07692307692307693,0.6470588235294118
39.0,0.2,0.0,7.7,7.6,0.4,0.05,1.3,0.02,4.0,C,0.8735632183908046,0.01,0.0
604.0,51.0,12.0,7.3,4.5,25.0,0.42,8.1,0.168,3.0,C,0.5421686746987951,0.04132231404958678,0.23076923076923078
23.0,0.0,0.0,5.3,4.8,0.1,0.0,0.0,0.0,4.0,C,0.7619047619047619,0.004166666666666667,0.0
44.0,1.8,0.3,5.6,0.0,0.8,0.12,1.1,0.048,3.0,C,0.0,0.017777777777777778,0.10714285714285715
88.0,3.8,2.3,9.2,9.1,4.2,0.1,2.0,0.04,4.0,C,0.8921568627450981,0.04719101123595506,0.47916666666666663
236.0,21.0,2.5,3.9,1.2,4.9,0.68,3.6,0.272,4.0,C,0.24489795918367344,0.02067510548523207,0.11363636363636363
375.0,10.7142857142857,0.892857142857143,64.2857142857143,17.8571428571429,17.8571428571429,0.758928571428571,17.8571428571429,0.303571428571429,4.0,C,0.2735229759299787,0.047492401215805585,0.07621951219512206
108.0,2.8,2.0,17.0,11.0,3.4,0.09,0.0,0.036,4.0,C,0.6111111111111112,0.031192660550458714,0.5263157894736842
226.0,18.0,2.2,7.1,0.5,5.5,1.1,7.2,0.44,4.0,C,0.0617283950617284,0.024229074889867842,0.11578947368421054
80.0,25.0,3.4,37.0,32.0,14.0,0.03,8.5,0.012,4.0,C,0.8421052631578947,0.1728395061728395,0.13076923076923078
433.0,14.0,4.0,62.0,17.0,9.7,0.4,10.0,0.16,4.0,C,0.2698412698412698,0.02235023041474654,0.26666666666666666
49.0,1.0,0.1,9.9,4.1,0.4,0.0875,0.0,0.035,4.0,C,0.37614678899082565,0.008,0.05
381.0,2.515,0.397,79.461,14.866,8.776,0.416,4.405,0.15,4.0,C,0.18476031866370043,0.022973821989528794,0.11294452347083926
73.0,3.0,0.4,8.6,6.2,2.0,0.48,1.6,0.192,4.0,C,0.6458333333333334,0.02702702702702703,0.1
131.0,10.0,6.5,3.7,3.7,6.5,0.08,0.0,0.032,4.0,C,0.7872340425531915,0.04924242424242424,0.5909090909090909
1104.0,4.0,0.4,11.0,2.5,7.5,1.6,2.0,0.64,4.0,C,0.20833333333333334,0.006787330316742082,0.08
151.0,7.0,3.8,14.0,0.8,7.8,0.59,0.6,0.236,3.0,C,0.05333333333333334,0.05131578947368421,0.475
388.0,4.3,0.5,73.0,4.4,11.0,1.6,6.8,0.64,3.0,C,0.05945945945945946,0.028277634961439587,0.09433962264150944
70.0,0.0,0.0,16.0,16.0,0.2,0.0,2.2,0.0,1.0,C,0.9411764705882353,0.0028169014084507044,0.0
92.0,49.3,7.0,14.7,0.0,26.9,0.9,6.3,0.36,3.0,C,0.0,0.289247311827957,0.13916500994035785
274.0,3.1,0.4,51.0,9.7,9.1,1.0,2.9,0.4,4.0,C,0.18653846153846151,0.03309090909090909,0.09756097560975611
378.0,4.8,0.9,69.1,17.7,9.9,0.8,9.6,0.32,4.0,C,0.2524964336661912,0.02612137203166227,0.15517241379310345
74.0,0.3,0.0,16.0,16.0,1.0,0.0,1.8,0.0,4.0,C,0.9411764705882353,0.013333333333333334,0.0
376.0,2.5,1.4,79.8,17.0,6.7,0.4725,3.9,0.189,4.0,C,0.21039603960396042,0.017771883289124667,0.39999999999999997
439.0,17.0,8.0,58.0,10.8,9.0,0.0,9.0,0.0,4.0,C,0.18305084745762712,0.020454545454545454,0.4444444444444444
95.0,2.9,1.8,12.9,11.8,3.7,0.12,1.1,0.048,4.0,E,0.8489208633093526,0.03854166666666667,0.46153846153846156
513.0,30.0,2.9,53.0,0.5,6.2,0.835,5.2,0.334,3.0,C,0.009259259259259259,0.012062256809338522,0.0935483870967742
120.0,4.1,2.3,12.0,1.8,6.2,0.71,5.5,0.284,3.0,C,0.13846153846153847,0.0512396694214876,0.45098039215686275
85.0,3.2,2.1,10.8,10.8,3.0,0.1,0.0,0.04,3.0,C,0.9152542372881356,0.03488372093023256,0.5
382.0,6.3,1.8,46.0,4.9,9.9,0.9825,3.1,0.393,4.0,C,0.10425531914893618,0.025848563968668407,0.24657534246575344
102.0,2.6,1.7,16.0,15.1,2.9,0.14,0.3,0.056,4.0,C,0.888235294117647,0.02815533980582524,0.4722222222222222
38.0,0.0,0.0,9.0,8.5,0.6,0.03,2.0,0.012,1.0,C,0.85,0.015384615384615384,0.0
93.0,1.4,0.8,17.0,11.0,2.3,0.03,1.9,0.012,4.0,C,0.6111111111111112,0.024468085106382976,0.33333333333333337
399.0,6.8,1.0,68.0,5.5,13.0,1.6,6.7,0.64,4.0,C,0.07971014492753623,0.0325,0.12820512820512822
60.0,1.7,1.1,7.8,5.6,2.2,0.05,2.2,0.02,4.0,C,0.6363636363636362,0.036065573770491806,0.40740740740740744
44.0,0.5,0.1,10.0,10.0,0.6,0.0,0.6,0.0,4.0,C,0.9090909090909091,0.013333333333333332,0.06666666666666667
27.0,0.03,0.0,2.0,2.0,0.4,0.0075,2.0,0.003,1.0,C,0.6666666666666666,0.014285714285714287,0.0
413.0,17.5,1.3,57.0,1.7,14.7,1.2,7.7,0.48,4.0,C,0.029310344827586206,0.035507246376811595,0.07027027027027027
46.0,0.5,0.2,10.0,10.0,0.0,0.0,2.0,0.0,1.0,C,0.9090909090909091,0.0,0.13333333333333333
239.0,13.0,1.0,17.0,0.2,11.0,1.6,3.5,0.64,4.0,C,0.011111111111111112,0.04583333333333333,0.07142857142857142
441.0,15.0,1.6,64.0,16.0,8.3,0.37,8.3,0.148,4.0,C,0.24615384615384617,0.018778280542986428,0.1
176.0,10.0,0.8,15.0,2.0,4.7,0.69,1.8,0.276,4.0,C,0.125,0.026553672316384183,0.07272727272727274
442.0,50.0,12.5,0.0,0.0,0.0,0.6,2.0,0.24,4.0,C,0.0,0.0,0.24509803921568626
484.0,22.0,2.8,63.1,2.1,5.1,1.1,6.4000000953674,0.44,3.0,C,0.0327613104524181,0.010515463917525773,0.1217391304347826
269.0,4.1,0.4,48.0,4.1,8.1,1.1,2.9,0.44,3.0,C,0.08367346938775509,0.03,0.07843137254901962
231.0,9.5,4.0,25.5,3.7,9.7,0.98,2.2,0.392,4.0,C,0.13962264150943396,0.04181034482758621,0.38095238095238093
112.0,9.4,6.3,3.6,3.6,3.3,0.13,0.0,0.052,1.0,C,0.782608695652174,0.02920353982300885,0.6057692307692307
328.0,28.3,4.1,9.9,0.6,6.4,0.75,3.8,0.3,3.0,C,0.055045871559633024,0.019452887537993922,0.13993174061433444
138.0,9.7,6.7,3.8,3.6,8.3,0.85,2.0,0.34,3.0,C,0.75,0.05971223021582734,0.6261682242990655
290.0,5.3,1.7,47.0,5.8,11.0,1.0,4.9,0.4,4.0,C,0.12083333333333333,0.037800687285223365,0.2698412698412698
295.0,6.6,0.9,45.8,3.7,10.5,1.1,5.2,0.44,3.0,C,0.07905982905982907,0.03547297297297297,0.11842105263157895
168.0,15.0,3.3,2.9,1.1,4.9,0.8,0.8,0.32,4.0,C,0.2820512820512821,0.02899408284023669,0.20625
54.0,0.2,0.0,12.0,9.0,0.7,0.01,1.0,0.004,1.0,C,0.6923076923076923,0.012727272727272726,0.0
220.0,16.0,11.0,2.0,0.0,17.0,0.69,2.0,0.276,3.0,C,0.0,0.07692307692307693,0.6470588235294118
155.0,8.0,5.2,17.3,15.5,3.1,0.09,0.0,0.036,4.0,C,0.8469945355191256,0.019871794871794874,0.5777777777777778
294.0,2.6,0.3,58.0,52.0,3.3,0.2,12.0,0.08,1.0,C,0.8813559322033898,0.0111864406779661,0.08333333333333333
103.0,1.9,0.3,15.0,1.4,4.3,0.95,4.0,0.38,3.0,C,0.0875,0.041346153846153845,0.10344827586206896
42.0,0.0,0.0,10.2,9.7,0.0,0.01,2.0,0.004,1.0,C,0.8660714285714286,0.0,0.0
208.0,15.0,5.9,0.9,0.0,18.0,0.15,2.0,0.06,3.0,C,0.0,0.0861244019138756,0.36875
262.0,23.0,16.0,0.7,0.7,13.0,0.57,2.0,0.228,4.0,C,0.4117647058823529,0.049429657794676805,0.6666666666666666
5.0,0.0,0.0,1.2,0.4,0.0,0.004,2.0,0.0016,4.0,C,0.18181818181818182,0.0,0.0
377.0,2.5,0.7,75.5,29.3,8.9,0.61,8.5,0.244,4.0,C,0.38300653594771245,0.023544973544973546,0.19999999999999998
207.0,13.2,2.6,15.7,1.7,5.3,0.42,1.8,0.168,3.0,C,0.10179640718562874,0.02548076923076923,0.18309859154929578
161.0,8.7,3.1,7.3,0.5,11.2,0.9375,4.1,0.375,3.0,C,0.06024096385542168,0.0691358024691358,0.3195876288659794
110.0,4.0,2.8,12.0,12.0,6.8,0.3,2.7,0.12,4.0,C,0.9230769230769231,0.06126126126126126,0.5599999999999999
82.0,2.5,1.3,11.4,11.4,3.0,0.1,2.0,0.04,4.0,C,0.9193548387096774,0.03614457831325301,0.37142857142857144
1.0,0.25,0.05,0.25,0.25,0.25,0.005,0.25,0.002,4.0,C,0.2,0.125,0.04
265.0,3.7,2.5,48.0,3.9,8.5,1.0,2.8,0.4,4.0,C,0.07959183673469387,0.03195488721804511,0.5319148936170213
34.0,0.6,0.0,4.3,4.0,2.9,0.08,0.0,0.032,4.0,C,0.7547169811320755,0.08285714285714285,0.0
130.0,2.5,1.2,22.0,21.0,4.8,0.15,0.0,0.06,4.0,C,0.9130434782608695,0.0366412213740458,0.34285714285714286
274.0,4.2,0.4,49.0,3.7,8.5,1.0,3.1,0.4,3.0,C,0.07400000000000001,0.03090909090909091,0.07692307692307693
81.0,0.5,0.0,3.0,2.0,16.0,1.85,2.0,0.74,4.0,C,0.5,0.1951219512195122,0.0
91.0,2.4,1.6,13.8,13.0,3.4,0.08,0.3,0.032,4.0,C,0.8783783783783783,0.03695652173913044,0.4705882352941177
277.0,22.4,2.0,11.2,0.3,5.1,1.16,1.8,0.464,3.0,C,0.02459016393442623,0.018345323741007193,0.08547008547008547
433.0,33.4,6.2,1.5,1.3,27.2,0.89,0.0,0.356,4.0,C,0.52,0.06267281105990784,0.1802325581395349
117.0,3.0,1.9,19.0,14.0,3.5,0.1,0.6,0.04,3.0,C,0.7,0.029661016949152543,0.475
610.0,48.0,9.1,25.0,8.8,18.0,0.9,4.0,0.36,3.0,C,0.3384615384615385,0.029459901800327332,0.18571428571428572
27.0,0.0,0.0,6.2,5.6,0.0,0.01,2.0,0.004,3.0,C,0.7777777777777777,0.0,0.0
265.0,0.9,0.2,55.0,1.7,7.9,1.4,3.3,0.56,3.0,C,0.030357142857142857,0.029699248120300753,0.10526315789473685
38.0,2.2,0.2,3.0,1.0,0.9,0.16,1.2,0.064,4.0,C,0.25,0.023076923076923078,0.0625
43.0,0.5,0.1,9.0,9.0,0.7,0.01,2.0,0.004,1.0,C,0.9,0.015909090909090907,0.06666666666666667
70.0,4.1,2.6,4.8,4.8,3.4,0.12,2.0,0.048,1.0,C,0.8275862068965517,0.04788732394366197,0.5098039215686275
254.0,3.7,0.5,45.0,3.9,8.5,1.0,3.5,0.4,4.0,C,0.08478260869565217,0.03333333333333333,0.10638297872340426
18.0,0.0,0.0,4.4,4.4,0.0,0.0,2.0,0.0,4.0,C,0.8148148148148149,0.0,0.0
13.0,0.6,0.1,1.0,0.5,0.8,0.85,0.2,0.34,4.0,C,0.25,0.05714285714285715,0.0625
43.0,0.0,0.0,10.0,9.7,0.0,0.0,2.0,0.0,1.0,C,0.8818181818181817,0.0,0.0
170.0,6.0,0.7,22.0,3.0,6.0,0.73,2.0,0.292,4.0,C,0.13043478260869565,0.03508771929824561,0.09999999999999999
293.0,6.2,0.6,51.0,8.4,7.2,1.1,2.4,0.44,4.0,C,0.16153846153846155,0.02448979591836735,0.08333333333333333
0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.032,4.0,C,0.0,0.0,0.0
143.0,6.9,4.5,17.0,15.0,2.9,0.1,2.0,0.04,4.0,C,0.8333333333333334,0.020138888888888887,0.5696202531645569
26.0,0.0,0.0,3.0,3.0,0.1,0.0,0.0,0.0,4.0,C,0.75,0.003703703703703704,0.0
