enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,protein_g,tuz_g,lif_g,sodyum_g,nova_grubu,nutriscore_notu,seker_orani,protein_orani,doymus_yag_orani
4.0,0.0,0.0,0.0,0.0,0.416666666666667,0.552083333333333,0.0,0.220833333333333,4.0,B,0.0,0.0833333333333334,0.0
37.0,0.0,0.0,5.41666666666667,0.0,3.33333333333333,0.130208333333333,0.0,0.0520833333333333,1.0,B,0.0,0.08771929824561395,0.0
375.0,4.46428571428571,3.75,69.6428571428571,0.0,14.2857142857143,0.189732142857143,3.57142857142857,0.0758928571428571,1.0,B,0.0,0.03799392097264442,0.6862745098039221
80.0,0.4,0.1,13.7,11.8,5.3,0.1275,0.5,0.051,4.0,B,0.8027210884353743,0.0654320987654321,0.07142857142857144
180.0,6.0,0.5,26.0,1.0,4.0,0.375,2.0,0.15,3.0,B,0.037037037037037035,0.022099447513812154,0.07142857142857142
190.0,8.0,0.5,24.0,8.0,7.0,0.65,4.0,0.26,3.0,B,0.32,0.03664921465968586,0.05555555555555555
104.0,3.6,2.4,8.8,4.0,9.6,0.11,0.0,0.044,4.0,B,0.4081632653061224,0.09142857142857143,0.5217391304347826
581.0,51.6,8.0,11.6,8.6,20.8,0.01,2.0,0.004,4.0,B,0.6825396825396826,0.03573883161512027,0.1520912547528517
673.0,64.0,4.2,6.1,4.1,14.0,0.0,2.0,0.0,4.0,B,0.5774647887323944,0.020771513353115726,0.06461538461538462
14.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,B,0.0,0.0,0.0
18.0,1.5,1.0,4.7,4.7,3.1,0.13,2.0,0.052,4.0,B,0.8245614035087719,0.1631578947368421,0.4
380.0,3.0,0.8,81.0,0.0,7.5,0.3575,2.8,0.143,3.0,B,0.0,0.01968503937007874,0.2
64.0,3.5,2.0,4.7,4.7,3.3,0.0975,2.0,0.039,4.0,B,0.8245614035087719,0.05076923076923077,0.4444444444444444
77.0,0.43,0.0,13.79,1.29,6.03,0.9963,3.45,0.39852,4.0,B,0.08722109533468561,0.07730769230769231,0.0
135.0,2.25988700564972,0.564971751412429,21.5,0.281920903954802,7.91,0.5725,0.564971751412429,0.229,4.0,B,0.012529817953546756,0.05816176470588236,0.17331022530329265
20.0,0.0,0.0,4.9,4.8,0.0,0.05588,0.0,0.022352,4.0,B,0.8135593220338982,0.0,0.0
600.0,46.666666666667,6.6666666666667,26.666666666667,6.6666666666667,26.666666666667,0.58333333333332,6.6666666666667,0.233333333333328,2.0,B,0.24096385542168505,0.04437049362174209,0.1398601398601396
36.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0,4.0,B,0.9,0.0,0.0
344.0,2.0,0.5,68.0,3.5,12.0,0.03,2.0,0.012,4.0,B,0.050724637681159424,0.034782608695652174,0.16666666666666666
48.0,1.8,1.2,2.4,2.4,5.6,0.125,0.0,0.05,1.0,B,0.7058823529411765,0.11428571428571428,0.4285714285714286
169.0,3.8,0.4,15.0,3.1,17.0,1.5,3.8,0.6,4.0,B,0.19375,0.1,0.08333333333333334
346.0,0.9,0.3,74.0,0.1,8.8,0.0,2.0,0.0,1.0,B,0.0013333333333333335,0.025360230547550433,0.15789473684210525
1.0,0.0,0.0,0.3,0.0,0.0,0.0,2.0,0.0,1.0,B,0.0,0.0,0.0
175.0,14.0350877192982,1.75438596491228,10.5263157894737,1.75438596491228,1.75438596491228,0.964912280701754,7.01754385964912,0.385964912280702,3.0,B,0.15220700152206976,0.009968102073365227,0.11668611435239236
89.0,8.99,1.1,2.2,0.1,0.1,0.15375,0.0,0.0615,4.0,B,0.03125,0.0011111111111111111,0.11011011011011011
1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,4.0,B,0.2,0.05,0.0
136.0,4.5,0.7,17.4,1.0,6.3,0.34,2.0,0.136,3.0,B,0.05434782608695653,0.04598540145985401,0.12727272727272726
54.0,2.08333333333333,1.25,5.0,4.58333333333333,3.33333333333333,0.125,0.0,0.05,4.0,B,0.7638888888888884,0.060606060606060545,0.40540540540540587
204.0,10.2,1.8,23.0,1.3,4.1,0.11875,2.3,0.0475,4.0,B,0.05416666666666667,0.019999999999999997,0.16071428571428573
566.0,46.6667,5.0,26.6667,0.0,20.0,0.58333325,2.0,0.2333333,3.0,B,0.0,0.03527336860670194,0.10489503154193598
57.0,2.0,1.1428571428571,5.1428571428571,4.5714285714286,4.5714285714286,0.13571428571429,0.0,0.054285714285716,4.0,B,0.7441860465116377,0.07881773399014827,0.38095238095236666
31.0,0.185873605947955,0.0,6.50557620817844,0.185873605947955,1.30111524163569,0.627323420074349,1.11524163568773,0.25092936802974,4.0,B,0.024764735017335254,0.04065985130111531,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.04,1.0,B,0.0,0.0,0.0
350.0,2.5,0.0,85.0,20.0,8.3333,0.04166675,8.0,0.0166667,4.0,B,0.23255813953488372,0.02374159544159544,0.0
33.0,0.5,0.1,3.7,1.0,2.0,0.03,4.4,0.012,4.0,B,0.2127659574468085,0.058823529411764705,0.06666666666666667
136.0,3.29,0.56,14.86,5.42,10.86,0.68,2.0,0.272,1.0,B,0.34174022698612866,0.07927007299270072,0.13053613053613056
47.0,2.05882352941176,1.76470588235294,6.47058823529412,0.0,0.588235294117647,0.0220588235294118,2.94117647058824,0.0088235294117647,3.0,B,0.0,0.012254901960784312,0.5769230769230774
80.0,4.44444444444445,3.11111111111111,5.33333333333333,3.55555555555555,4.44444444444445,0.1,0.444444444444445,0.04,4.0,B,0.5614035087719292,0.054869684499314196,0.5714285714285706
113.0,8.0,4.8,2.8,2.8,7.4,0.18,0.0,0.072,4.0,B,0.7368421052631579,0.0649122807017544,0.5333333333333333
114.0,2.94117647058824,1.76470588235294,13.5294117647059,0.0,8.82,0.536764705882353,1.76470588235294,0.214705882352941,3.0,B,0.0,0.07669565217391304,0.44776119402984993
600.0,53.3333333333333,10.0,20.0,6.66666666666667,26.6666666666667,0.0,6.66666666666667,0.0,4.0,B,0.3174603174603176,0.0443704936217416,0.18404907975460133
425.0,13.0,1.8,62.0,7.5,9.3,0.58,10.0,0.232,4.0,B,0.11904761904761904,0.02183098591549296,0.1285714285714286
165.0,4.0,0.5,25.1,0.9,5.3,0.2,2.0,0.08,4.0,B,0.034482758620689655,0.031927710843373494,0.1
1.0,0.008,0.002,0.2,0.0,0.0,0.0025,2.0,0.001,1.0,B,0.0,0.0,0.001984126984126984
0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,B,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0025333333333333,0.0,0.0010133333333333,4.0,B,0.0,0.0,0.0
136.0,4.0,0.3,19.0,0.9,4.1,0.2,3.6,0.08,3.0,B,0.045,0.02992700729927007,0.06
91.0,1.0,0.2,14.5,14.5,4.8,0.6,2.3,0.24,1.0,B,0.9354838709677419,0.05217391304347826,0.1
33.0,0.1,0.1,4.8,4.8,3.3,0.1,2.0,0.04,4.0,B,0.8275862068965517,0.09705882352941175,0.09090909090909091
105.0,7.05882352941176,4.70588235294118,4.70588235294118,2.35294117647059,6.47058823529412,0.154411764705882,0.588235294117647,0.0617647058823529,4.0,B,0.4123711340206186,0.061043285238623776,0.5839416058394168
78.0,3.84,2.48,6.08,0.0,4.88,0.18,2.0,0.072,4.0,B,0.0,0.061772151898734175,0.512396694214876
76.0,1.1538461538462,0.0,13.076923076923,0.0,4.6153846153846,0.92307692307693,2.0,0.369230769230772,3.0,B,0.0,0.059940059940059735,0.0
94.0,2.4,1.3,6.5,3.3,11.4,0.9,0.3,0.36,4.0,B,0.44,0.12000000000000001,0.3823529411764706
61.0,3.3333333333333,1.6666666666667,5.0,5.0,3.3333333333333,0.12916675,0.0,0.0516667,4.0,B,0.8333333333333334,0.05376344086021452,0.38461538461539524
258.0,13.0,1.5,22.0,0.4,13.0,0.73,2.0,0.292,4.0,B,0.017391304347826087,0.05019305019305019,0.10714285714285714
254.0,16.0,5.7,0.5,0.5,27.0,0.0,0.0,0.0,4.0,B,0.3333333333333333,0.10588235294117647,0.33529411764705885
166.0,9.5,2.4,1.8,0.6,18.0,1.0,2.0,0.4,4.0,B,0.2142857142857143,0.10778443113772455,0.22857142857142856
53.0,0.0,0.0,12.389380530973,9.7345132743363,0.26548672566372,0.0,0.88495575221239,0.0,4.0,B,0.7270323859881288,0.004916420845624444,0.0
100.0,4.0,2.6,1.7,1.7,14.0,0.7875,2.0,0.315,3.0,B,0.6296296296296295,0.13861386138613863,0.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.001,1.0,B,0.0,0.0,0.0
374.0,1.8,0.3,78.6,0.62,6.84,0.935,8.5,0.374,4.0,B,0.007788944723618091,0.01824,0.10714285714285715
101.0,1.4,1.0,14.6,3.1,6.6,0.5375,1.0,0.215,4.0,B,0.19871794871794873,0.06470588235294117,0.4166666666666667
2.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,0.004,4.0,B,0.0,0.0,0.0
78.0,0.6,0.3,0.3,0.3,18.0,1.7,0.5,0.68,4.0,B,0.23076923076923075,0.22784810126582278,0.18749999999999997
40.0,0.0,0.0,9.5,9.1,0.1,0.0,0.0,0.0,4.0,B,0.8666666666666666,0.0024390243902439024,0.0
346.0,0.9,0.5,77.0,0.0,7.4,0.0,2.3,0.0,4.0,B,0.0,0.02132564841498559,0.2631578947368421
104.0,1.9,1.2,13.0,13.0,7.7,0.12,0.0,0.048,4.0,B,0.9285714285714286,0.07333333333333333,0.41379310344827586
807.0,91.3,13.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,B,0.0,0.0,0.14084507042253522
38.0,0.0,0.0,9.4,6.8,0.0,0.0,2.0,0.0,4.0,B,0.6538461538461539,0.0,0.0
1.0,0.0,0.0,0.04,0.04,0.0,0.016,0.0,0.0064,4.0,B,0.038461538461538464,0.0,0.0
183.0,12.3,3.0,37.0,12.3,10.1,0.7,39.3,0.28,3.0,B,0.3236842105263158,0.05489130434782608,0.22556390977443608
817.0,90.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,B,0.0,0.0,0.1437908496732026
313.0,1.4,0.3,65.0,5.6,8.9,0.02,2.0,0.008,4.0,B,0.08484848484848484,0.028343949044585988,0.125
595.0,46.0,3.5,21.0,17.0,19.0,0.48,12.0,0.192,3.0,B,0.7727272727272727,0.031879194630872486,0.07446808510638298
353.0,0.5,0.1,78.0,0.0,8.2,0.01,1.6,0.004,4.0,B,0.0,0.0231638418079096,0.06666666666666667
137.0,3.1,0.3,24.0,0.0,2.2,0.15,2.1,0.06,4.0,B,0.0,0.01594202898550725,0.07317073170731708
77.0,2.3,0.8,3.5,1.6,10.0,1.0825,1.0,0.433,4.0,B,0.35555555555555557,0.1282051282051282,0.24242424242424246
97.0,1.95804195804196,1.18881118881119,16.7832167832168,11.1888111888112,3.35664335664336,0.104895104895105,2.0,0.041958041958042,4.0,B,0.6291781360597719,0.03425146282289143,0.4018912529550829
26.0,0.8,0.5,4.6,0.8,0.5,0.62,0.7,0.248,3.0,B,0.14285714285714288,0.018518518518518517,0.2777777777777778
38.0,0.0,0.0,7.1,5.7,0.9,0.01,2.3,0.004,3.0,B,0.7037037037037037,0.023076923076923078,0.0
86.0,0.01,0.01,19.8,17.2,0.0,0.003,2.0,0.0012,3.0,B,0.8269230769230769,0.0,0.009900990099009901
61.0,3.0,1.9,4.8,4.8,3.5,0.065,2.0,0.026,4.0,B,0.8275862068965517,0.056451612903225805,0.475
134.0,8.0,1.1,2.4,0.5,13.0,1.0,2.0,0.4,4.0,B,0.14705882352941177,0.0962962962962963,0.12222222222222223
69.0,3.0,0.3,9.2,7.8,1.4,1.1,0.0,0.44,3.0,B,0.7647058823529412,0.02,0.075
46.0,1.52,1.0,4.72,4.72,3.32,0.118,2.0,0.0472,4.0,B,0.8251748251748252,0.07063829787234042,0.3968253968253968
172.0,9.0,1.1,21.5,1.8,2.5,0.0,3.6,0.0,4.0,B,0.08,0.014450867052023121,0.11000000000000001
197.0,4.1,1.0,31.3,1.9,7.6,0.8,2.2,0.32,4.0,B,0.058823529411764705,0.03838383838383838,0.19607843137254904
29.0,0.0,0.0,6.6,6.0,0.5,0.1,2.0,0.04,1.0,B,0.7894736842105263,0.016666666666666666,0.0
230.0,3.9,0.0,42.0,4.9,7.9,0.7,5.1,0.28,4.0,B,0.11395348837209303,0.0341991341991342,0.0
32.0,0.5,0.2,5.0,5.0,0.5,0.75,2.0,0.3,3.0,B,0.8333333333333334,0.015151515151515152,0.13333333333333333
98.0,0.3,0.1,17.5,14.7,4.1,0.03,4.3,0.012,4.0,B,0.7945945945945946,0.04141414141414141,0.07692307692307693
358.0,1.1,0.3,78.0,0.0,8.4,0.03,1.2,0.012,4.0,B,0.0,0.0233983286908078,0.14285714285714285
161.0,1.3,0.0,19.5,0.0,16.5,1.4,2.8,0.56,4.0,B,0.0,0.10185185185185185,0.0
69.0,3.8,2.6,3.7,3.7,5.0,0.19,2.0,0.076,4.0,B,0.7872340425531915,0.07142857142857142,0.5416666666666667
57.0,0.2,0.0,13.0,9.4,0.4,0.0,0.9,0.0,4.0,B,0.6714285714285715,0.006896551724137932,0.0
254.0,2.4,1.5,52.6,2.4,7.4,0.0,2.0,0.0,4.0,B,0.04477611940298507,0.029019607843137257,0.4411764705882353
35.0,1.0,0.4,5.5,1.0,1.3,0.58,0.8,0.232,4.0,B,0.15384615384615385,0.036111111111111115,0.2
118.0,1.4,0.3,20.0,8.0,4.4,0.09,2.6,0.036,4.0,B,0.38095238095238093,0.03697478991596639,0.125
136.0,6.2,3.0,13.0,2.6,6.0,0.33,2.0,0.132,4.0,B,0.18571428571428572,0.043795620437956206,0.41666666666666663
39.0,0.7,0.1,5.7,1.4,1.6,0.48,1.8,0.192,3.0,B,0.208955223880597,0.04,0.05882352941176471
68.0,3.2,1.8,7.0,1.64,3.0,0.17,0.5,0.068,4.0,B,0.205,0.043478260869565216,0.42857142857142855
30.0,2.2,0.4,2.1,0.0,0.5,1.4,4.2,0.56,3.0,B,0.0,0.016129032258064516,0.125
297.0,7.2,1.1,48.0,2.2,8.5,0.001925,2.4,0.00077,4.0,B,0.04489795918367347,0.028523489932885907,0.13414634146341467
33.0,1.8,0.3,1.0,0.7,3.0,0.05,2.0,0.02,4.0,B,0.35,0.08823529411764706,0.10714285714285715
59.0,1.9,0.2,6.3,0.5,3.3,0.51,1.7,0.204,3.0,B,0.0684931506849315,0.055,0.06896551724137931
17.0,0.0,0.0,4.2,4.2,0.0,0.03,0.0,0.012,4.0,B,0.8076923076923077,0.0,0.0
92.0,4.2,2.5,1.6,1.6,12.0,0.69,2.0,0.276,4.0,B,0.6153846153846154,0.12903225806451613,0.4807692307692307
176.0,7.0,0.8,15.0,0.6,13.0,0.83,0.6,0.332,4.0,B,0.0375,0.07344632768361582,0.1
57.0,2.3,0.6,4.7,2.5,3.8,0.93,1.3,0.372,4.0,B,0.43859649122807015,0.06551724137931034,0.18181818181818182
99.0,1.9,0.2,12.2,0.5,5.7,0.4,2.0,0.16,3.0,B,0.03787878787878788,0.057,0.06896551724137931
619.0,53.0,4.5,5.7,5.6,24.0,0.01,2.0,0.004,4.0,B,0.835820895522388,0.03870967741935484,0.08333333333333333
280.0,10.0,1.4,21.0,0.6,26.0,1.2,0.8,0.48,4.0,B,0.02727272727272727,0.09252669039145907,0.12727272727272726
12.0,1.04166666666667,0.0,0.416666666666667,0.0,0.416666666666667,0.15625,0.0,0.0625,4.0,B,0.0,0.032051282051282076,0.0
857.0,100.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,B,0.0,0.0,0.14144271570014158
164.0,3.1,2.2,1.0,0.0,2.4,0.105,1.0,0.042,4.0,B,0.0,0.014545454545454545,0.5365853658536587
0.0,0.0,0.0,0.0,0.0,0.0,0.024,2.0,0.0096,1.0,B,0.0,0.0,0.0
144.0,4.2,2.1,18.5,1.7,7.8,0.56,0.5,0.224,3.0,B,0.08717948717948718,0.05379310344827586,0.40384615384615385
67.0,3.2,2.2,4.7,4.7,3.8,0.1275,2.0,0.051,3.0,B,0.8245614035087719,0.055882352941176466,0.5238095238095238
64.0,1.5,0.9,9.0,9.0,3.5,0.13,2.0,0.052,4.0,B,0.9,0.05384615384615385,0.36
140.0,3.7,0.3,23.0,0.0,2.4,0.08,1.728,0.032,3.0,B,0.0,0.01702127659574468,0.06382978723404255
12.0,0.0,0.0,3.38140565032884,0.0,0.0,0.0739682486009434,0.0,0.0295872994403774,1.0,B,0.0,0.0,0.0
51.0,1.8,1.2,3.8,3.8,4.8,0.18,1.5,0.072,1.0,B,0.7916666666666666,0.0923076923076923,0.4285714285714286
342.0,1.5,0.4,75.0,0.3,6.3,0.01,2.1,0.004,1.0,B,0.003947368421052632,0.01836734693877551,0.16
47.0,1.5,1.1,5.0,5.0,3.4,0.11,0.0,0.044,3.0,B,0.8333333333333334,0.07083333333333333,0.44000000000000006
66.0,1.7,1.1,8.9,8.8,3.6,0.1275,2.0,0.051,4.0,B,0.888888888888889,0.05373134328358209,0.40740740740740744
240.0,2.0,0.3,43.0,2.0,9.0,1.2,7.0,0.48,4.0,B,0.045454545454545456,0.03734439834024896,0.09999999999999999
84.0,2.11267605633803,1.40845070422535,3.52112676056338,0.0,12.6760563380282,0.862676056338027,0.0,0.345070422535211,3.0,B,0.0,0.14913007456503766,0.45248868778280454
245.0,17.0,1.8,13.0,1.3,6.8,0.6,4.7,0.24,4.0,B,0.09285714285714286,0.027642276422764227,0.1
160.0,12.0,2.5,11.0,3.0,3.0,0.55,2.0,0.22,4.0,B,0.25,0.018633540372670808,0.19230769230769232
432.0,10.81,0.0,70.27,18.9189189189189,10.81,0.3776,8.11,0.15104,3.0,B,0.2654541731292115,0.024965357967667436,0.0
16.0,0.555555555555556,0.555555555555556,2.22222222222222,0.555555555555556,0.555555555555556,0.159722222222222,0.0,0.0638888888888889,4.0,B,0.17241379310344854,0.03267973856209153,0.3571428571428573
386.0,1.1,0.3,85.0,0.8,8.1,0.295,1.9,0.118,3.0,B,0.009302325581395349,0.020930232558139535,0.14285714285714285
88.0,3.9,1.1,6.9,1.8,4.8,0.74,2.0,0.296,4.0,B,0.22784810126582278,0.05393258426966292,0.22448979591836735
47.0,0.2,0.1,7.2,2.8,2.2,0.5,2.0,0.2,1.0,B,0.34146341463414637,0.04583333333333334,0.08333333333333334
554.0,39.0,3.8,36.0,23.0,9.7,0.2,10.0,0.08,3.0,B,0.6216216216216216,0.017477477477477476,0.095
247.0,8.1,1.0,32.0,2.7,7.2,1.2,8.0,0.48,3.0,B,0.08181818181818182,0.02903225806451613,0.10989010989010989
26.0,0.4,0.0,5.0,4.0,1.0,0.125,1.0,0.05,4.0,B,0.6666666666666666,0.037037037037037035,0.0
80.0,1.9,0.3,9.5,2.5,3.6,0.01,2.0,0.004,4.0,B,0.23809523809523808,0.044444444444444446,0.10344827586206896
80.0,4.8,2.8,9.6,3.2,0.8,1.0,1.6,0.4,3.0,B,0.30188679245283023,0.009876543209876543,0.48275862068965514
128.0,5.71428571428571,3.57142857142857,4.28571428571429,2.14285714285714,14.2857142857143,0.75,0.0,0.3,4.0,B,0.40540540540540454,0.1107419712070876,0.5319148936170214
103.0,4.3,0.5,8.1,5.2,5.2,1.6,5.3,0.64,3.0,B,0.5714285714285715,0.05,0.09433962264150944
41.0,1.25,0.208333333333333,4.16666666666667,2.08333333333333,3.33333333333333,0.0885416666666667,1.25,0.0354166666666667,4.0,B,0.403225806451612,0.07936507936507928,0.09259259259259245
105.0,2.64705882352941,1.76470588235294,11.7647058823529,6.47058823529412,8.82352941176471,0.110294117647059,1.76470588235294,0.0441176470588235,3.0,B,0.5069124423963153,0.08324084350721425,0.4838709677419354
130.0,7.2,1.3,1.8,0.7,11.3,0.28,6.4,0.112,3.0,B,0.25,0.08625954198473283,0.1585365853658537
359.0,2.0,0.5,72.2,3.5,11.5,0.013,3.0,0.0052,4.0,B,0.04781420765027322,0.03194444444444444,0.16666666666666666
195.0,0.2,0.2,43.0,0.0,0.0,0.0,2.0,0.0,4.0,B,0.0,0.0,0.16666666666666669
128.0,8.7,3.2,0.5,0.5,12.0,0.3,2.0,0.12,4.0,B,0.3333333333333333,0.09302325581395349,0.3298969072164949
126.0,8.7,3.2,0.0,0.0,12.0,0.3,0.0,0.12,4.0,B,0.0,0.09448818897637795,0.3298969072164949
147.0,0.2,0.2,33.01,1.5,3.3,0.29,2.0,0.116,4.0,B,0.04410467509556013,0.022297297297297295,0.16666666666666669
228.0,15.0,2.3,15.0,1.1,6.5,0.8,4.2,0.32,3.0,B,0.06875,0.028384279475982533,0.14375
828.0,92.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,B,0.0,0.0,0.15376344086021507
242.0,13.7383177570093,2.24299065420561,15.1401869158879,0.934579439252336,13.6448598130841,0.542056074766355,2.05607476635514,0.216822429906542,4.0,B,0.0579038795599303,0.05615168647359712,0.15218769816106595
60.0,0.9,0.5,10.0,10.0,3.0,0.1075,2.0,0.043,4.0,B,0.9090909090909091,0.04918032786885246,0.2631578947368421
100.0,11.0,1.5,0.5,0.5,0.0,0.175,0.0,0.07,4.0,B,0.3333333333333333,0.0,0.125
408.0,5.0,1.5,74.0,8.2,15.0,0.4,4.2,0.16,4.0,B,0.10933333333333332,0.03667481662591687,0.25
220.0,8.6,0.9,25.0,1.7,9.1,1.0,3.1,0.4,4.0,B,0.06538461538461539,0.041176470588235294,0.09375
268.0,5.1,0.6,43.0,5.5,8.6,1.2,8.0,0.48,4.0,B,0.125,0.03197026022304832,0.09836065573770492
36.0,0.4,0.3,4.7,4.7,3.5,0.1075,2.0,0.043,4.0,B,0.8245614035087719,0.0945945945945946,0.2142857142857143
47.0,1.5,1.0,4.9,4.9,3.4,0.13,2.0,0.052,1.0,B,0.8305084745762712,0.07083333333333333,0.4
1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,B,0.0,0.05,0.0
86.0,0.5,0.0,13.0,0.6,5.5,0.39,4.3,0.156,3.0,B,0.04285714285714286,0.06321839080459771,0.0
43.0,0.5,0.1,9.3,9.3,0.5,0.9,0.3,0.36,4.0,B,0.9029126213592233,0.011363636363636364,0.06666666666666667
130.0,6.9,3.5,3.8,0.4,13.0,0.71,1.4,0.284,3.0,B,0.08333333333333334,0.09923664122137404,0.4430379746835443
21.0,0.0,0.0,5.15,5.15,0.0,5e-05,0.0,2e-05,1.0,B,0.8373983739837398,0.0,0.0
85.0,2.13711111111111,1.28205128205128,5.98270085470085,2.56410256410256,11.1111111111111,0.769230769230769,2.0,0.307692307692308,4.0,B,0.3672078494349892,0.1291989664082686,0.4086725769802905
50.0,0.0,0.0,11.6161616161616,0.0,0.505050505050505,0.0,1.01010101010101,0.0,3.0,B,0.0,0.009902951079421666,0.0
366.0,1.66666666666667,0.0,76.6666666666667,6.66666666666667,10.0,0.416666666666667,3.33333333333333,0.166666666666667,4.0,B,0.08583690987124463,0.027247956403269755,0.0
12.0,0.0,0.0,0.42,0.42,2.08,0.4375,0.0,0.175,4.0,B,0.29577464788732394,0.16,0.0
867.0,93.33,6.67,0.0,0.0,0.0,0.0,2.0,0.0,4.0,B,0.0,0.0,0.07070921233965864
74.0,2.2,1.0,10.0,8.7,3.2,0.11,2.0,0.044,4.0,B,0.7909090909090909,0.04266666666666667,0.3125
41.0,0.9,0.5,6.6,4.0,1.0,0.5,1.3,0.2,4.0,B,0.5263157894736842,0.023809523809523808,0.2631578947368421
130.0,3.4,1.0,17.0,2.2,6.9,0.68,1.8,0.272,4.0,B,0.12222222222222223,0.052671755725190846,0.22727272727272727
222.0,13.0,3.3,0.5,0.5,26.0,0.85,2.0,0.34,3.0,B,0.3333333333333333,0.11659192825112108,0.2357142857142857
361.0,0.8,0.2,79.0,0.0,7.3,0.0,0.9,0.0,4.0,B,0.0,0.02016574585635359,0.11111111111111112
11.0,0.5,0.5,0.60000002384186,0.5,13.0,1.9,2.0,0.76,4.0,B,0.31249999534338674,1.0833333333333333,0.3333333333333333
23.0,0.0,0.0,0.3,0.3,0.1,0.0,2.0,0.0,1.0,B,0.23076923076923075,0.004166666666666667,0.0
64.0,3.6,2.4,4.8,4.8,3.2,0.1,2.0,0.04,4.0,B,0.8275862068965517,0.04923076923076923,0.5217391304347826
358.0,1.3,0.3,77.0,0.0,8.8,0.0,1.3,0.0,4.0,B,0.0,0.024512534818941507,0.13043478260869565
25.0,0.1,0.0,3.9,3.9,1.4,0.4,2.0,0.16,1.0,B,0.7959183673469387,0.05384615384615384,0.0
206.0,13.699999809265,3.0799999237061,2.0199999809265,0.5,18.60000038147,0.94999998807907,0.0,0.38,3.0,B,0.16556291495293518,0.08985507430661836,0.20952380705235532
66.0,0.0,0.0,20.0,13.333333333333,0.66666666666667,0.5,0.0,0.2,4.0,B,0.634920634920619,0.009950248756218954,0.0
317.0,26.0,4.1,0.0,0.0,21.0,0.45,2.0,0.18,4.0,B,0.0,0.0660377358490566,0.15185185185185185
46.0,1.55,1.0,4.8,4.8,3.15,0.13,2.0,0.052,1.0,B,0.8275862068965517,0.06702127659574468,0.3921568627450981
819.0,91.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,B,0.0,0.0,0.1956521739130435
13.0,0.1,0.0,2.5,2.0,0.44,0.005,2.0,0.002,1.0,B,0.5714285714285714,0.03142857142857143,0.0
696.0,64.0,6.1999998092651,11.0,2.4000000953674,16.0,0.029999999329448,2.0,0.012,4.0,B,0.20000000794728334,0.02295552367288379,0.09538461245023232
58.0,0.0,0.0,29.4117647058824,0.0,0.0,0.0,2.0,0.0,4.0,B,0.0,0.0,0.0
828.0,92.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,B,0.0,0.0,0.08602150537634409
48.0,1.6,1.1,5.1,5.1,3.4,0.13,2.0,0.052,4.0,B,0.8360655737704918,0.06938775510204082,0.4230769230769231
566.0,46.666666666667,8.3333333333333,33.333333333333,6.6666666666667,16.666666666667,0.0,2.0,0.0,3.0,B,0.19417475728155623,0.02939447383891887,0.1748251748251729
79.0,2.21238938053097,1.32743362831858,3.53982300884956,0.0,12.3893805309735,0.907079646017699,0.0,0.36283185840708,4.0,B,0.0,0.15486725663716877,0.41322314049586695
52.0,2.0,1.4,4.8,4.8,3.6,0.09,2.0,0.036,4.0,B,0.8275862068965517,0.06792452830188679,0.4666666666666666
400.0,7.5,1.0,70.0,2.5,15.0,0.8,2.0,0.32,3.0,B,0.035211267605633804,0.03740648379052369,0.11764705882352941
94.0,0.0,0.0,21.3,19.6,0.9,0.175,2.0,0.07,4.0,B,0.8789237668161435,0.009473684210526316,0.0
60.0,3.2,2.0,4.7,4.7,3.2,0.0975,2.0,0.039,1.0,B,0.8245614035087719,0.05245901639344262,0.47619047619047616
60.0,7.0,1.5,0.0,0.0,0.0,0.15,2.0,0.06,1.0,B,0.0,0.0,0.1875
70.0,0.88,0.88,4.42,0.0,10.62,0.885,0.0,0.354,4.0,B,0.0,0.14957746478873238,0.46808510638297873
8.0,0.0,0.0,2.0833333333333,0.41666666666667,0.0,0.052083333333333,0.0,0.0208333333333332,4.0,B,0.13513513513513767,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633,0.0,0.0014084507042253,4.0,B,0.0,0.0,0.0
217.0,11.0,0.9,14.0,0.6,13.0,0.85,2.0,0.34,4.0,B,0.04,0.05963302752293578,0.075
64.0,0.0,0.0,11.2,0.0,5.6,0.32,3.2,0.128,4.0,B,0.0,0.08615384615384615,0.0
218.0,9.4,0.8,21.0,1.1,12.0,0.8,0.9,0.32,3.0,B,0.05,0.0547945205479452,0.07692307692307693
